"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 74.0"," 53.5"," 66.0"," 82.0"," 82.0"," 20.0","183.0"," 40.0"," 11.0"," 13.0"," 26.0","343.0","268.0","138.0","132.0","133.0"," 13.0"," 22.0","  8.0","  6.0","ACCRA",2009-07-18
" 79",NA," 64"," 98","100"," 35","200",NA,"  9"," 12"," 30","300","275",NA,"122",NA,NA," 24","  9","  6","TEMA",2009-07-18
" 90.0"," 30.0"," 55.0"," 85.0"," 80.0"," 18.0","150.0"," 40.0","  5.0","  8.0"," 25.0","200.0","200.0","150.0","140.0","150.0"," 18.0"," 14.0","  4.0","  5.5","SEKTDI",2009-07-18
" 65.0"," 65.0"," 55.0"," 85.0"," 82.0"," 20.0",NA," 27.0","  9.0"," 17.0"," 27.0","250.0","160.0","100.0","150.0","140.0"," 20.0"," 17.0",NA,"  4.6","KDUA",2009-07-18
" 81.00"," 55.00"," 66.00"," 85.00"," 90.00"," 16.19","150.00"," 60.00","  5.50"," 10.00"," 30.00"," 85.00","160.00"," 47.00","123.00","130.00","  7.00"," 10.00","  6.00","  6.00","CCOAST",2009-07-18
" 90.0"," 49.0"," 67.0"," 66.0"," 95.0"," 15.0","150.0"," 65.8","  4.5","  8.3"," 20.0"," 90.0","200.0"," 75.0","120.0","100.0"," 12.0"," 12.5","  4.0","  5.0","MKESSIM",2009-07-18
" 67.0"," 57.5"," 70.0"," 60.0"," 60.0"," 10.0"," 84.0"," 20.0","  3.2","  5.2"," 20.0","180.0","100.0"," 88.0"," 85.0","115.0",NA," 20.0","  3.0","  5.0","KUMASI",2009-07-18
" 58.6"," 60.0"," 60.0"," 70.0"," 70.0","  8.0","120.0"," 25.0","  8.0","  3.0"," 14.4","210.0","180.0","160.0","100.0","100.0"," 28.0",NA," 10.0","  5.0","EJURA",2009-07-18
" 70.0"," 44.0"," 68.0"," 80.0"," 85.0"," 10.0","390.0"," 25.0","  4.5"," 13.0"," 15.0","100.0","250.0"," 68.0","100.0","120.0",NA," 28.0","  4.0","  4.5","OBUASI",2009-07-18
" 48.0"," 42.5"," 63.6"," 70.0"," 70.0"," 25.0"," 80.0"," 45.0","  4.0","  5.0"," 25.0"," 96.0","120.0","135.0"," 90.0","110.0"," 20.0"," 25.0","  8.0","  4.5","SUNYANI",2009-07-18
" 42.31"," 50.00"," 70.00"," 70.00"," 60.00"," 12.00"," 90.00"," 40.00","  4.00","  6.00"," 25.71","250.00","160.00"," 98.00"," 80.00","100.00"," 21.00"," 25.00","  5.00","  4.50","TMAN",2009-07-18
" 54.0"," 55.0"," 60.0"," 85.0",NA," 25.0","150.0"," 30.0","  6.5","  6.5"," 32.0","240.0","200.0"," 80.0","142.0","115.0"," 11.0"," 22.0","  8.5","  5.5","HO",2009-07-18
" 48.0"," 40.0"," 70.0"," 80.0"," 68.0"," 15.0","130.0",NA,"  8.0","  7.0"," 28.0","137.0","100.0"," 90.0"," 80.0"," 80.0",NA,NA,"  8.0","  5.5","TAMALE",2009-07-18
"65.00","55.00","52.00","68.00","60.00","N/A","140.00","N/A","N/A","N/A","N/A","140.00","N/A","N/A","75.00","110.00","N/A",NA,NA,"5.50","BOLGA",2009-07-18
" 42.86"," 53.57"," 69.00"," 71.54"," 58.39"," 24.00",NA," 60.00","  8.00",NA," 28.80","320.00","200.00","122.20"," 85.64"," 88.83",NA,"100.00"," 10.00","  6.00","WA",2009-07-18
