"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 58"," 50"," 70"," 85"," 80"," 28","110"," 40","  4","  5"," 28","120","200"," 28","120","125"," 25"," 20","  4","  5","ACCRA",2009-01-03
" 58",NA," 70"," 87"," 87"," 25","170"," 30","  5","  7"," 30",NA,"300",NA," 94","100",NA,NA,"  4","  5","TEMA",2009-01-03
" 68.0",NA," 54.0"," 85.0"," 80.0"," 25.0","180.0",NA,"  3.5","  6.0"," 20.0",NA," 80.0"," 60.0","120.0","120.0"," 15.0"," 12.0","  3.5","  5.5","SEKTDI",2009-01-03
" 50.0",NA," 55.0"," 75.0"," 75.0"," 18.0"," 95.0",NA,"  2.8","  6.0"," 27.0","115.0"," 60.0",NA,"120.0","120.0",NA," 18.0","  3.5","  5.0","OFORIDU",2009-01-03
" 54.82"," 55.00"," 66.00"," 84.00"," 90.00"," 17.74","120.00"," 47.00","  4.50","  7.50"," 30.00"," 70.00"," 75.00"," 30.00","123.00","115.00","  7.00"," 12.00","  3.00","  5.00","CCOAST",2009-01-03
" 70.00"," 50.00"," 68.00"," 80.00"," 95.00"," 19.26","150.00"," 50.00","  2.85","  5.60"," 23.00"," 68.00","100.00"," 27.85","120.00","110.00"," 13.50"," 13.50","  3.20","  5.00","MKESSI",2009-01-03
"38.0","45.0","54.0","68.0","65.0","10.0","85.0","20.0"," 2.2"," 4.0","20.0","72.0","25.0","30.0","75.0","90.0",NA,"12.0"," 5.0"," 4.8","KUMASI",2009-01-03
" 70.0"," 33.0"," 54.0"," 80.0"," 85.0","  9.0","120.0"," 30.0","  2.5","  5.0"," 15.0"," 52.0"," 40.0"," 24.0"," 90.0","100.0",NA," 25.0","  4.0","  4.8","OBUASI",2009-01-03
"36.00","42.50","66.67","65.00","65.00","15.00","80.00","36.00"," 2.00"," 3.00","25.00","48.00","40.00","60.00","85.00","85.00",NA,"15.00"," 3.50"," 4.20","SUNYANI",2009-01-03
"36.15","44.50","65.00","69.00","59.00","15.00","80.00","45.00"," 1.50"," 2.50","25.71","56.00","25.71","55.00","84.00","96.00",NA,NA," 3.00"," 4.00","TMAN",2009-01-03
" 64.0"," 50.0"," 65.0"," 82.0",NA," 17.0","105.0",NA,"  3.0","  5.0"," 37.0","104.0"," 70.0",NA," 98.0","115.0"," 18.0"," 23.0","  3.5","  5.0","HO",2009-01-03
" 35"," 30"," 53"," 60"," 50"," 15","140",NA,"  7","  6"," 32"," 37"," 60"," 30"," 64"," 80",NA,NA,"  9","  5","TAMALE",2009-01-03
"44.00","50.00","60.00","50.00","43.00","N/A","110.00","N/A","8.00","N/A","N/A","95.00","75.00","N/A","60.00","83.00","N/A",NA,NA,"5.00","BOLGA",2009-01-03
"35.71","53.57","65.00","46.50","50.07",NA,"99.00",NA,NA,NA,"28.80",NA,"19.26",NA,"54.50","78.58",NA,NA,"19.00"," 4.50","WA",2009-01-03
