"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 58"," 50"," 70"," 80"," 75"," 25","110"," 40","  4","  5"," 28","125","180"," 25","120","120"," 20"," 20","  4","  5","ACCRA",2009-01-10
" 58",NA," 70"," 87"," 87"," 25","170"," 30","  5","  7"," 30",NA,"200",NA," 94","100",NA,NA,"  4","  5","TEMA",2009-01-10
" 65.0"," 62.5"," 58.0"," 90.0"," 80.0"," 25.0","160.0"," 48.0","  2.5","  5.0"," 20.0",NA,"120.0"," 50.0","120.0","120.0"," 14.0"," 12.0","  4.0","  5.5","SEKTDI",2009-01-10
" 50.0",NA," 48.0"," 75.0"," 75.0"," 16.0","110.0",NA,"  2.5","  5.5"," 27.0","150.0"," 70.0",NA,"120.0","110.0",NA,NA,"  3.5","  5.0","KDUA",2009-01-10
" 63.00"," 55.00"," 66.00"," 84.00"," 90.00"," 17.74","120.00"," 47.00","  4.50","  8.00"," 30.00"," 70.00","120.00"," 30.00","123.00","115.00","  7.00"," 12.00","  4.00","  5.50","CCOAST",2009-01-10
" 72.00"," 52.50"," 68.00"," 78.00"," 97.00"," 16.25","150.00"," 42.00","  2.80","  5.50"," 20.00"," 67.00","140.00"," 26.00","120.00","110.00","  8.35"," 12.50","  3.30","  5.00","MKESSIM",2009-01-10
" 54.0"," 52.5"," 60.0"," 74.0",NA," 19.0","105.0",NA,"  3.0","  5.0"," 37.0","144.0","120.0"," 18.0","130.0","107.0"," 13.0"," 22.0","  6.0","  5.7","HO",2009-01-10
"38.0","52.5","55.0","70.0","68.0","10.0","85.0","25.0"," 2.2"," 3.4","20.0","72.0","65.0","48.0","85.0","90.0",NA,"14.0"," 5.0"," 5.0","KUMASI",2009-01-10
" 75.0"," 56.0"," 54.0"," 80.0"," 85.0","  9.0","130.0"," 30.0","  4.0","  7.0"," 20.0"," 56.0"," 65.0"," 28.0"," 80.0","100.0",NA," 28.0","  4.0","  4.8","OBUASI",2009-01-10
"36.0","42.5","63.0","65.0","65.0","15.0","85.0","36.0"," 2.0"," 3.0","25.0","56.0","45.0","60.0","85.0","85.0","20.0","15.0"," 3.5"," 4.2","SUNYANI",2009-01-10
"36.92","44.50","62.00","69.00","59.00","15.00","80.00","40.00"," 2.00"," 3.00","25.71","84.00","50.00","56.00","84.00","96.00","35.00",NA," 3.00"," 4.00","TMAN",2009-01-10
" 45.0"," 60.0"," 65.0"," 55.0"," 45.0","  8.0","120.0"," 80.0","  2.0","  5.0"," 22.0","150.0"," 45.0","150.0"," 85.0","130.0"," 15.0",NA,"  3.0","  4.5","EJURA",2009-01-10
" 40"," 26"," 53"," 46"," 40"," 13","100",NA,"  8","  7"," 29"," 40"," 90"," 52"," 48","100",NA,NA,"  9","  5","TAMALE",2009-01-10
"44.00","50.00","50.00","45.00","46.00","N/A","110.00","N/A","9.00","N/A","N/A","95.00","60.00","N/A","66.00","83.00","N/A",NA,NA,"5.20","BOLGA",2009-01-10
"42.80","48.22","65.00","53.65","50.61",NA,"99.00",NA,NA,NA,"28.80",NA,"26.50",NA,"62.29","88.83",NA,NA,"19.00"," 4.50","WA",2009-01-10
