"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 45"," 53"," 63"," 83"," 84"," 25"," 90"," 45","  8"," 10"," 26","305"," 53"," 80","120","120"," 15"," 18","  8","  6","ACCRA",2009-09-26
" 48"," 74"," 65"," 95"," 95"," 39","300",NA,"  8"," 12"," 30","200"," 80",NA,"113","120"," 35"," 20","  8","  6","TEMA",2009-09-26
" 58.0"," 55.0"," 58.0"," 80.0"," 80.0"," 22.0","150.0"," 40.0","  5.5","  8.0"," 22.0","100.0"," 80.0"," 85.0","140.0","155.0"," 16.0"," 15.0","  4.0","  5.5","SEKTDI",2009-09-26
" 38"," 70"," 65"," 85"," 85"," 20",NA,NA,"  3","  8"," 27","280"," 70","100","120","105"," 20","  4","  2","  5","KDUA",2009-09-26
" 69.00"," 55.00"," 67.00"," 85.00"," 90.00"," 16.97","160.00",NA,"  5.00","  6.00"," 32.00","100.00"," 60.00"," 60.00","120.00","130.00"," 12.00","  9.00","  6.00","  5.00","CCOAST",2009-09-26
" 38.00"," 55.00"," 67.00"," 80.00"," 92.00"," 14.00"," 95.00"," 66.00","  3.50","  6.35"," 19.50","120.00"," 70.00"," 88.00","100.00"," 90.00","  8.60"," 10.00","  4.00","  5.00","MKESSIM",2009-09-26
" 34.0"," 55.0"," 70.0"," 66.0"," 65.0"," 10.0"," 80.0"," 22.0","  2.4","  5.2"," 20.0","210.0"," 35.0","112.0"," 86.0","110.0",NA," 15.0","  3.4","  5.0","KUMASI",2009-09-26
" 20"," 60"," 70"," 72"," 85"," 15","100"," 30","  3","  7"," 20","210"," 50"," 60","110"," 80"," 15",NA,"  5","  5","EJURA",2009-09-26
" 60.0"," 38.0"," 69.0"," 80.0"," 85.0"," 10.0"," 90.0"," 25.0","  4.5","  8.0"," 17.0","120.0"," 60.0"," 96.0","100.0","120.0",NA," 28.0","  4.0","  5.0","OBUASI",2009-09-26
" 28.0"," 39.0"," 63.4"," 70.0"," 72.0"," 30.0"," 55.0"," 40.0","  3.0","  4.0"," 25.0","140.0"," 40.0","150.0"," 90.0"," 90.0"," 14.0"," 20.0","  5.0","  4.6","SUNYANI",2009-09-26
" 25.38"," 60.00"," 70.00"," 65.00"," 70.00"," 20.00"," 90.00"," 50.00","  5.00","  6.00"," 25.71","150.00"," 50.00"," 84.00"," 80.00"," 80.00"," 18.00"," 18.00","  5.00","  4.50","TMAN",2009-09-26
" 36.0"," 55.0"," 64.0"," 85.0",NA," 20.0"," 90.0"," 35.0","  3.5","  6.5"," 37.0","216.0"," 65.0"," 60.0","153.0","115.0"," 12.0"," 23.0","  3.0","  5.5","HO",2009-09-26
" 32.0"," 40.0"," 80.0"," 88.0"," 60.0"," 15.0"," 80.0",NA,"  8.0","  7.0"," 29.0"," 90.0","120.0"," 45.0"," 80.0"," 60.0",NA,NA,"  9.0","  5.5","TAMALE",2009-09-26
"32.00","49.00","52.00","52.00","53.00","60.00","180.00","100.00","18.00","15.00","N/A",NA,"28.00","N/A","86.00","57.00","N/A",NA,"10.00","7.00","BOLGA",2009-09-26
" 35.71"," 57.14"," 67.00"," 71.54"," 66.18",NA," 49.00",NA,"  8.00",NA," 28.80","266.67"," 17.33","100.00"," 85.64"," 82.00",NA,NA," 10.00","  6.00","WA",2009-09-26
