"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 69"," 54"," 63"," 84"," 82"," 25","120"," 42","  9"," 13"," 26","358"," 75"," 87","125","125"," 15"," 17","  9","  6","ACCRA",2009-08-22
" 75",NA," 72"," 80"," 80"," 35",NA," 30","  8"," 12"," 30","320","100",NA,"113","130"," 40"," 22"," 10","  6","TEMA",2009-08-22
" 75.0"," 70.0"," 58.0"," 85.0"," 80.0"," 25.0","130.0"," 38.0","  6.0","  8.0"," 24.0","100.0"," 75.0"," 80.0","140.0","150.0"," 18.0"," 15.0","  4.0","  5.5","SEKTDI",2009-08-22
" 37.0"," 65.0"," 55.0"," 90.0"," 90.0"," 21.0",NA,NA,"  5.0"," 12.0"," 27.0","200.0"," 70.0","100.0","120.0","150.0"," 21.0"," 22.0",NA,"  4.5","KDUA",2009-08-22
" 73.00"," 55.00"," 67.00"," 85.00"," 90.00"," 15.42","150.00"," 55.00","  5.00","  8.00"," 30.00"," 90.00"," 90.00"," 40.00","120.00","130.00","  8.00","  9.00","  6.00","  5.00","CCOAST",2009-08-22
" 84.0"," 60.0"," 66.0"," 86.0"," 95.0"," 13.0","120.0"," 58.4","  3.6","  6.5"," 20.0"," 83.0"," 80.0"," 40.0","110.0"," 90.0","  8.0","  9.0","  4.0","  5.2","MKESSIM",2009-08-22
" 70.0"," 60.0"," 70.0"," 70.0"," 64.0","  9.0"," 90.0"," 25.0","  3.2","  5.4"," 20.0","160.0"," 35.0"," 48.0"," 85.0","120.0",NA," 10.0","  3.6","  5.0","KUMASI",2009-08-22
" 50"," 60"," 70"," 73"," 70"," 12"," 50"," 20","  3","  7"," 20","180"," 20"," 50","100"," 90"," 15",NA," 10","  5","EJURA",2009-08-22
" 60.0"," 44.0"," 66.0"," 80.0"," 85.0","  9.0","140.0"," 25.0","  4.5"," 10.0"," 13.0","120.0"," 60.0"," 40.0","100.0","120.0",NA," 28.0","  4.0","  4.5","OBUASI",2009-08-22
" 24.0"," 42.5"," 62.0"," 70.0"," 72.0"," 25.0"," 50.0"," 45.0","  3.0","  4.2"," 25.0","140.0"," 50.0","100.0"," 90.0","110.0"," 17.5"," 23.0","  5.0","  4.5","SUNYANI",2009-08-22
" 38.0"," 60.0"," 70.0"," 70.0"," 65.0"," 20.0"," 60.0"," 40.0","  3.0","  4.0"," 25.0","160.0"," 50.0"," 84.0"," 80.0"," 80.0"," 18.0"," 20.0","  5.0","  4.5","TMAN",2009-08-22
" 45.0"," 55.0"," 60.0"," 85.0",NA," 23.0","115.0"," 46.0","  5.0","  8.0"," 37.0","284.0"," 85.0"," 74.0","153.0","123.0"," 11.0"," 22.0","  5.0","  5.5","HO",2009-08-22
" 46.0"," 40.0"," 80.0"," 70.0"," 50.0"," 16.0"," 90.0",NA,"  8.0","  7.0"," 29.0","160.0","100.0"," 60.0"," 72.0"," 92.0",NA,NA,"  9.0","  5.5","TAMALE",2009-08-22
"58.00","55.00","52.00","54.00","58.00","80.00","140.00","70.00","20.00","15.00","N/A","170.00","120.00","N/A","86.00","100.00","N/A",NA,NA,"5.50","BOLGA",2009-08-22
" 42.86"," 57.14"," 69.00"," 64.28"," 62.28"," 24.00"," 66.00"," 60.00","  8.00",NA," 28.80",NA," 80.00"," 77.80"," 85.64","102.00",NA,NA," 10.00","  6.00","WA",2009-08-22
