"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 75"," 55"," 65"," 73"," 80"," 21","160"," 43"," 10"," 13"," 23","323"," 87","110","125","135"," 12"," 23","  8","  5","ACCRA",2009-06-27
" 83",NA," 64"," 90"," 90"," 35","200"," 35"," 10"," 15"," 25","300","143",NA,"120","144",NA," 26","  8","  6","TEMA",2009-06-27
" 85.0"," 50.0"," 46.5"," 90.0"," 80.0"," 28.0","160.0"," 30.0","  5.0","  8.0"," 25.0","150.0","100.0","120.0","140.0","150.0"," 16.0"," 15.0","  4.0","  5.5","SEKTDI",2009-06-27
" 70.0"," 70.0"," 55.0"," 80.0"," 85.0"," 24.0","160.0"," 28.0","  8.0"," 17.0"," 20.0","200.0"," 80.0",NA,"150.0","140.0"," 12.0"," 19.0","  5.0","  4.5","KDUA",2009-06-27
" 81"," 55"," 66"," 85"," 90"," 16","150"," 47","  6","  9"," 30"," 85","140"," 47","123","130","  7"," 20","  3","  5","CCOAST",2009-06-27
" 83.00"," 60.00"," 70.00"," 86.00"," 95.00"," 13.43","160.00"," 62.00","  4.20","  8.00"," 18.00","100.00","100.00"," 73.00","130.00","110.00","  8.75"," 17.00","  3.70","  5.20","MKESSIM",2009-06-27
" 67.0"," 55.0"," 60.0"," 70.0"," 60.0"," 10.0","100.0"," 24.0","  3.5","  6.0"," 20.0","180.0"," 60.0"," 80.0"," 85.0","120.0",NA," 25.0","  2.5","  5.0","KUMASI",2009-06-27
" 68.3"," 60.0"," 65.0"," 84.0"," 80.0","  7.0","120.0"," 25.0","  4.5","  8.0"," 14.4","180.0","100.0","250.0"," 90.0","145.0"," 16.0",NA," 10.0","  5.0","EJURA",2009-06-27
" 90.0"," 44.0"," 67.0"," 80.0"," 85.0"," 13.0","140.0"," 25.0","  4.5"," 15.0"," 15.0","100.0","120.0"," 68.0","120.0","120.0",NA," 28.0","  4.0","  4.5","OBUASI",2009-06-27
" 56.0"," 42.5"," 67.4"," 65.0"," 65.0"," 30.0","140.0"," 36.0","  3.5","  5.5"," 25.0","108.0"," 80.0","120.0"," 90.0","110.0"," 20.0"," 25.0","  8.0","  4.5","SUNYANI",2009-06-27
" 50.76"," 55.00"," 70.00"," 75.00"," 75.00"," 11.00","120.00"," 40.00","  3.00","  4.00"," 25.71","240.00"," 80.00"," 98.00"," 80.00","120.00"," 17.50"," 25.00","  4.00","  4.50","TMAN",2009-06-27
" 73.0"," 55.0"," 64.0"," 82.0",NA," 30.0","150.0",NA,"  6.5","  8.0"," 34.0","240.0","130.0"," 72.0","142.0","115.0"," 11.0"," 23.0","  7.0","  5.5","HO",2009-06-27
" 54.0"," 50.0"," 70.0"," 80.0"," 58.0"," 14.0","140.0",NA,"  9.0","  8.0"," 28.0","102.0","120.0"," 75.0"," 58.0","108.0",NA,NA,"  9.0","  5.5","TAMALE",2009-06-27
"66.00","55.00","52.00","65.00","60.00","N/A","150.00","N/A","N/A","N/A","N/A","130.00","150.00","N/A","90.00","100.00","N/A",NA,"18.00","5.50","BOLGA",2009-06-27
" 50.00"," 50.00"," 65.00"," 57.23"," 54.50"," 25.00","140.00"," 60.00","  8.00","  5.00"," 28.80",NA," 90.00","155.00"," 77.00","102.50",NA,NA," 10.00","  6.00","WA",2009-06-27
