"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 66.0"," 53.5"," 72.0"," 75.0"," 74.0"," 21.0","143.0"," 38.0","  6.0","  9.0"," 25.0","278.0","275.0"," 78.0","124.0","135.0"," 15.0"," 21.0","  4.0","  5.0","ACCRA",2009-05-09
" 79",NA," 64"," 80"," 80"," 35","150"," 30","  6","  8"," 30",NA,"420",NA,"119",NA,NA,NA,"  4","  6","TEMA",2009-05-09
" 70.0"," 54.0"," 56.0"," 80.0"," 80.0"," 28.0","160.0"," 32.0","  4.0","  6.0"," 24.0","120.0","200.0"," 80.0","140.0","140.0"," 15.0"," 18.0","  5.0","  5.5","SEKTDI",2009-05-09
" 60.0"," 70.0"," 55.0"," 75.0"," 87.0"," 20.0","140.0"," 30.0","  7.0"," 15.0"," 20.0","200.0"," 90.0"," 70.0","150.0","130.0"," 16.0"," 18.0","  3.5","  4.0","KDUA",2009-05-09
" 70"," 55"," 66"," 84"," 90"," 16","120"," 47","  5","  9"," 30"," 85","220"," 47","123","130","  7"," 13","  3","  6","CCOAST",2009-05-09
" 80.00"," 53.50"," 68.00"," 90.00","110.00"," 15.26","175.00"," 52.00","  3.50","  7.60"," 19.00"," 87.00","200.00"," 55.00","140.00","110.00"," 12.00"," 15.00","  3.80","  5.00","MKESSIM",2009-05-09
" 58"," 60"," 55"," 65"," 60"," 13","100"," 24","  3","  5"," 20","180"," 90"," 40"," 85","120",NA," 15","  3","  5","KUMASI",2009-05-09
" 68.0"," 60.0"," 60.0"," 55.0"," 60.0"," 10.0","150.0"," 45.0","  4.5","  5.0"," 14.4","150.0","150.0","170.0","100.0","130.0"," 28.0",NA,"  5.0","  5.0","EJURA",2009-05-09
" 80.0"," 40.0"," 64.0"," 80.0"," 85.0"," 12.0","100.0"," 25.0","  4.0","  9.0"," 15.0","120.0","170.0"," 40.0","120.0","120.0",NA," 28.0","  4.0","  4.5","OBUASI",2009-05-09
" 56.0"," 42.5"," 55.4"," 65.0"," 65.0"," 30.0","110.0"," 36.0","  3.0","  4.0"," 24.0","120.0","140.0","100.0"," 90.0","110.0"," 15.0"," 24.0","  5.0","  4.2","SUNYANI",2009-05-09
" 51.53"," 32.50"," 68.00"," 65.00"," 55.00"," 12.00","120.00"," 35.00","  2.00","  3.50"," 20.57","210.00","140.00"," 84.00"," 80.00","112.00"," 17.50",NA,"  3.50","  4.50","TMAN",2009-05-09
" 73.0"," 55.0"," 63.0"," 82.0",NA," 26.0","120.0",NA,"  5.0",NA," 23.0",NA,NA,NA,"142.0","115.0"," 10.0"," 23.0",NA,"  5.5","HO",2009-05-09
" 48"," 28"," 60"," 64"," 52"," 15","125",NA,"  8","  7"," 28"," 57","150"," 67"," 64","100",NA,NA,"  9","  5","TAMALE",2009-05-09
"55.00","50.00","56.00","54.00","52.00","N/A","150.00","N/A","N/A","N/A","N/A","120.00","100.00","N/A","90.00","100.00","N/A",NA,"18.00","5.50","BOLGA",2009-05-09
" 46.43"," 50.00"," 65.00"," 53.65"," 45.50"," 23.00","120.00"," 50.00","  6.00","  8.00"," 28.80"," 48.00"," 55.85",NA," 81.75","102.50",NA,NA," 19.00","  6.00","WA",2009-05-09
