"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 50"," 50"," 66"," 88"," 90"," 25","140"," 46","  6"," 25","100","120"," 90","240","120","120"," 13"," 22","  8","  6","ACCRA",2009-12-12
" 54"," 78"," 66","100","100"," 50","150"," 35","  3","  6"," 30","250"," 50","120","110","127"," 40"," 20","  5","  6","TEMA",2009-12-12
" 60.0"," 70.0"," 65.0","100.0"," 80.0"," 22.0","160.0"," 40.0","  5.5","  7.0"," 22.0","120.0"," 60.0"," 80.0","150.0","140.0"," 15.0"," 12.0","  5.0","  5.5","SEKTDI",2009-12-12
" 40.0"," 70.0"," 54.0"," 95.0"," 90.0"," 24.0","150.0",NA,"  5.0"," 11.0"," 27.0","250.0"," 30.0"," 80.0","110.0","140.0"," 20.0"," 26.0","  2.3","  6.0","KDUA",2009-12-12
" 64.0"," 55.0"," 67.0"," 85.0"," 90.0"," 20.0","170.0"," 55.0","  4.0","  7.5"," 32.4","120.0"," 70.0"," 80.0","120.0","130.0"," 12.0"," 10.0","  4.0","  6.0","CCOAST",2009-12-12
" 75.00"," 55.00"," 70.00"," 90.00","100.00"," 18.00","150.00"," 50.00","  2.80","  5.70"," 20.00"," 80.00"," 60.00"," 25.00","110.00","110.00","  9.35"," 14.00","  3.40","  5.00","MKESSIM",2009-12-12
" 58.0"," 58.0"," 70.0"," 65.0"," 60.0"," 12.0"," 90.0"," 24.0","  2.5","  6.0"," 20.0","168.0"," 10.0"," 44.0"," 85.0","110.0","  9.0"," 12.0","  3.0","  5.0","KUMASI",2009-12-12
" 35"," 45"," 55"," 65"," 60"," 10","100"," 30","  3","  5"," 20","145"," 12"," 20"," 85","120"," 22",NA,"  8","  5","EJURA",2009-12-12
" 60.0"," 39.0"," 68.0"," 80.0"," 85.0"," 12.0","110.0"," 35.0","  4.5"," 10.0"," 17.0","120.0"," 30.0"," 40.0","100.0","120.0"," 25.0",NA,"  4.0","  5.0","OBUASI",2009-12-12
" 32.0"," 42.5"," 64.5"," 70.0"," 72.0"," 30.0"," 95.0"," 45.0","  2.0","  4.0"," 25.0","100.0"," 10.0"," 35.0"," 90.0"," 95.0"," 20.0"," 25.0","  2.5","  4.8","SUNYANI",2009-12-12
" 29.0"," 40.5"," 70.0"," 60.0"," 60.0"," 15.0","100.0"," 44.0","  3.0","  5.0"," 21.0","200.0"," 10.0"," 56.0"," 82.0","130.0"," 25.0",NA,"  2.0","  5.0","TMAN",2009-12-12
"45.00","55.00","60.00","85.00",NA,"20.00","120.00","30.00","3.00","5.50","37.00#","160.00","50.00","60.00","153.00","123.00","9.00","24.00","5.00","5.80","HO",2009-12-12
" 35"," 30"," 66"," 72"," 60"," 35","150",NA,"  8","  9"," 29"," 68"," 45"," 30"," 56"," 92",NA,NA,"  9","  6","TAMALE",2009-12-12
"40.00","50.00","52.00","53.00","56.00","10.00","150.00",NA,"14.00",NA,NA,"140.00","96.00","N/A","70.00","92.00","N/A",NA,"8.00","7.00","BOLGA",2009-12-12
"39.3","54.0","69.0","64.0","58.4","25.0","99.0",NA," 8.0",NA,"29.0",NA,"11.6","80.0","77.9","95.7",NA,NA,"10.0"," 6.0","WA",2009-12-12
