"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 58"," 50"," 70"," 78"," 80"," 30"," 90"," 35","  5","  7"," 28","150","150"," 35","110","120"," 12"," 20","  5","  5","ACCRA",2009-01-24
" 63",NA," 60"," 87"," 87"," 28","250"," 30","  3","  7"," 30",NA,"175",NA," 94","130",NA,NA,"  5","  5","TEMA",2009-01-24
" 68.0",NA," 58.0"," 85.0"," 80.0"," 22.0","170.0"," 45.0","  3.0","  6.0"," 20.0",NA," 70.0"," 45.0","150.0","150.0"," 15.0"," 14.0","  3.0","  5.5","SEKTDI",2009-01-24
" 50.0",NA," 50.0"," 75.0"," 80.0"," 23.0","100.0",NA,"  3.0","  6.5"," 27.0","160.0"," 80.0",NA,"130.0","115.0",NA," 18.0","  5.0","  5.0","KDUA",2009-01-24
" 65.00"," 55.00"," 66.00"," 84.00"," 90.00"," 16.96","120.00"," 47.00","  4.00","  4.00"," 30.00"," 75.00","150.00"," 35.00","123.00","115.00","  7.00"," 12.00","  4.00","  5.50","CCOAST",2009-01-24
" 70.00"," 53.00"," 68.00"," 81.00"," 95.00"," 18.76","150.00"," 50.00","  2.75","  5.30"," 19.00"," 68.00","140.00"," 34.28","120.00","115.00","  8.35"," 14.00","  3.70","  5.00","MKESSIM",2009-01-24
" 54.0"," 45.0"," 63.0"," 67.0",NA," 19.0","115.0",NA,"  3.0","  5.5"," 37.0","144.0","130.0",NA,"109.0","107.0"," 13.0"," 22.0","  4.0","  5.8","HO",2009-01-24
" 46.0"," 52.5"," 54.0"," 62.0"," 55.0"," 10.0","100.0"," 26.0","  2.5","  4.0"," 21.0"," 72.0"," 85.0"," 48.0"," 75.0","100.0",NA," 13.0","  4.6","  5.0","KUMASI",2009-01-24
" 75.0"," 36.0"," 55.0"," 80.0"," 85.0","  9.0","140.0"," 30.0","  5.0","  7.0"," 20.0"," 72.0"," 85.0"," 56.0"," 90.0","100.0",NA," 28.0","  2.0","  4.5","OBUASI",2009-01-24
"40.0","42.5","65.0","65.0","65.0","15.0","75.0","36.0"," 2.0"," 3.2","25.0","80.0","50.0","80.0","85.0","96.0","22.5","16.0"," 6.0"," 4.2","SUNYANI",2009-01-24
" 40.76"," 44.50"," 62.00"," 58.00"," 59.00"," 12.00"," 80.00"," 30.00","  1.20","  2.50"," 25.71"," 84.00"," 80.00"," 56.00"," 80.00","128.00"," 35.00",NA,"  3.00","  4.50","TMAN",2009-01-24
" 50.0"," 64.0"," 55.0"," 50.0"," 55.0","  9.0","100.0"," 75.0","  2.5","  5.0"," 20.9","180.0","100.0","130.0","100.0","150.0"," 15.0",NA,"  3.0","  4.7","EJURA",2009-01-24
" 40"," 30"," 53"," 54"," 53"," 15"," 90",NA,"  8","  7"," 29"," 55"," 80"," 52"," 56","100",NA,NA,"  9","  5","TAMALE",2009-01-24
"45.00","50.00","50.00","45.00","46.00","N/A","120.00","N/A","9.00","N/A","N/A","N/A","42.00","N/A","40.00","100.00","N/A",NA,NA,"5.20","BOLGA",2009-01-24
" 42.85"," 53.57"," 65.00"," 50.08"," 54.50",NA," 99.00",NA,NA,NA," 28.80",NA," 30.00",NA," 70.07","102.50",NA,NA," 19.00","  4.50","WA",2009-01-24
