"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 75.0"," 54.5"," 66.0"," 84.0"," 86.0"," 20.0","165.0"," 42.0"," 11.0"," 14.0"," 23.0","338.0","180.0"," 90.0","126.0","133.0"," 12.0"," 22.0","  9.0","  6.0","ACCRA",2009-07-11
" 77",NA," 64"," 98",NA," 35","200"," 33"," 10",NA," 30","300","250",NA,"123",NA," 40"," 26","  9","  6","TEMA",2009-07-11
" 85.0"," 48.0"," 52.0"," 85.0"," 80.0"," 32.0","180.0"," 32.0","  6.5","  8.5"," 24.0","120.0","120.0"," 85.0","140.0","150.0"," 18.0"," 15.0","  4.5","  5.5","SEKTDI",2009-07-11
" 70.0"," 65.0"," 55.0"," 85.0"," 82.0"," 21.0","165.0"," 28.0","  8.0"," 16.5",NA,"250.0","160.0","100.0","150.0","140.0"," 20.0"," 19.0",NA,"  4.6","KDUA",2009-07-11
" 81.0"," 55.0"," 67.0"," 85.0"," 90.0"," 16.0","150.0"," 50.0","  6.0"," 11.0"," 30.0"," 85.0","120.0"," 47.0","123.0","130.0","  6.5"," 10.0","  6.0","  6.0","CCOAST",2009-07-11
" 82.00"," 60.00"," 67.00"," 85.00"," 95.00"," 14.87","170.00"," 64.25","  4.00","  8.00"," 20.00"," 86.00","140.00"," 60.00","120.00","110.00"," 13.50"," 15.00","  4.00","  5.20","MKESSIM",2009-07-11
" 68.0"," 55.0"," 70.0"," 68.0"," 60.0"," 11.0"," 80.0"," 22.0","  3.0","  5.5"," 20.0","180.0","110.0"," 80.0"," 86.0","120.0",NA," 22.0","  3.5","  5.0","KUMASI",2009-07-11
" 58.6"," 60.0"," 55.0"," 70.0"," 70.0","  8.0","120.0"," 30.0","  3.0","  8.0"," 14.4","210.0","170.0","160.0","100.0","120.0"," 28.0",NA," 10.0","  5.0","EJURA",2009-07-11
" 90.0"," 44.0"," 68.0"," 80.0"," 85.0"," 13.0","240.0"," 25.0","  4.5"," 15.0"," 15.0","100.0","120.0"," 68.0","100.0","120.0",NA," 28.0","  4.0","  4.5","OBUASI",2009-07-11
" 60.0"," 42.5"," 63.2"," 70.0"," 80.0"," 25.0","140.0"," 45.0","  4.2","  5.4"," 25.0","112.0"," 60.0","125.0"," 90.0","110.0"," 20.0"," 25.0","  8.0","  4.5","SUNYANI",2009-07-11
" 46.15"," 50.00"," 70.00"," 60.00"," 60.00"," 12.00","100.00"," 40.00","  3.00","  5.00"," 25.71","240.00","140.00"," 98.00"," 80.00","100.00"," 21.00"," 25.00",NA,"  4.50","TMAN",2009-07-11
" 64.0"," 50.0"," 64.0"," 85.0",NA," 33.0","155.0"," 35.0","  7.0","  9.0"," 32.0","240.0","145.0"," 70.0","142.0","115.0"," 11.0"," 22.0","  8.0","  5.5","HO",2009-07-11
" 50.0"," 40.0"," 75.0"," 80.0"," 72.0"," 15.0","150.0",NA,"  7.0","  6.0"," 28.0","137.0"," 70.0"," 75.0"," 96.0"," 88.0",NA,NA,"  9.0","  5.5","TAMALE",2009-07-11
"66.00","50.00","52.00","65.00","60.00","N/A","140.00","N/A","N/A","N/A","N/A","140.00","120.00","N/A","75.00","100.00","N/A",NA,NA,"5.50","BOLGA",2009-07-11
" 39.29"," 55.57"," 69.00"," 67.00"," 62.29"," 22.00",NA," 60.00","  8.00"," 15.00"," 28.80","320.00","180.00","122.20"," 85.64"," 92.25",NA,NA," 10.00","  6.00","WA",2009-07-11
