"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 58.0"," 61.5"," 67.0"," 75.0"," 72.0"," 29.0","125.0"," 39.0","  5.0","  6.0"," 26.0","200.0"," 76.0"," 54.0","126.0","146.0","  9.0"," 24.0","  4.0","  5.0","ACCRA",2009-03-28
" 67",NA," 62"," 80"," 80"," 35","200"," 30","  6","  8"," 30",NA,"100",NA,"113","140",NA,NA,"  3","  6","TEMA",2009-03-28
" 68.0"," 50.0"," 55.0"," 85.0"," 80.0"," 25.0","140.0"," 28.0","  4.0","  7.0"," 24.0"," 80.0"," 80.0"," 52.0","110.0","150.0"," 15.0"," 14.0","  3.0","  5.5","SEKTDI",2009-03-28
" 55.0"," 70.0"," 55.0"," 75.0"," 80.0"," 14.0"," 90.0"," 24.0","  3.5","  8.0"," 20.0","150.0"," 65.0"," 45.0","150.0","130.0"," 12.0"," 20.0","  4.0","  5.0","KDUA",2009-03-28
" 68.00"," 55.00"," 66.00"," 84.00"," 90.00"," 16.00","120.00"," 46.21","  5.00","  9.00"," 30.00"," 75.00","100.00"," 40.00","123.00","115.00","  6.00"," 13.00","  3.00","  6.00","CCOAST",2009-03-28
" 75.00"," 55.00"," 67.00"," 85.00","100.00"," 19.35","165.00"," 48.70","  2.85","  6.00"," 18.50"," 90.00"," 80.00"," 65.00","140.00","130.00","  9.40"," 12.50","  2.90","  5.00","MKESSIM",2009-03-28
" 54.0"," 55.0"," 60.0"," 82.0",NA," 28.0","100.0",NA,"  4.0","  6.0"," 23.0","144.0"," 80.0",NA,"131.0"," 94.0","  8.0"," 23.0","  3.0","  5.3","HO",2009-03-28
" 58.0"," 50.0"," 54.0"," 65.0"," 55.0","  9.5"," 90.0"," 22.0","  2.5","  4.4"," 20.0","102.0"," 50.0"," 64.0"," 90.0","100.0",NA," 15.0","  3.5","  5.0","KUMASI",2009-03-28
" 75.0"," 35.0"," 64.0"," 80.0"," 85.0"," 12.0","130.0"," 30.0","  4.0","  6.0"," 15.0"," 88.0"," 70.0"," 40.0","120.0","120.0",NA," 28.0","  4.0","  4.8","OBUASI",2009-03-28
" 48.0"," 42.5"," 55.0"," 65.0"," 65.0"," 20.0","100.0"," 36.0","  1.5","  2.2"," 20.0"," 80.0"," 70.0","100.0"," 85.0","108.0"," 15.0"," 20.0","  3.0","  4.3","SUNYANI",2009-03-28
" 42.31"," 34.00"," 65.00"," 60.00"," 50.00"," 12.00"," 80.00"," 25.00","  1.00","  1.50"," 25.71","120.00"," 65.00"," 70.00"," 70.00","120.00"," 17.50",NA,"  2.50","  4.50","TMAN",2009-03-28
" 50.0"," 50.0"," 70.0"," 55.0"," 65.0","  8.0","100.0"," 50.0","  3.0","  4.0"," 20.1","100.0"," 70.0"," 74.0"," 80.0","130.0",NA,NA,"  3.0","  5.0","EJURA",2009-03-28
" 40.0"," 28.0"," 60.0"," 60.0"," 48.0"," 15.0","110.0",NA,"  8.0","  7.0"," 28.0"," 55.0"," 60.0"," 37.0"," 68.0"," 96.0",NA,NA,"  9.0","  5.5","TAMALE",2009-03-28
"54.00","51.00","50.00","52.00","52.00","N/A","140.00","N/A","N/A","9.00","N/A","N/A","42.00","N/A","90.00","100.00","N/A",NA,"22.00","5.20","BOLGA",2009-03-28
" 42.86"," 53.57"," 65.00"," 53.65"," 54.50"," 23.00"," 99.00"," 50.00","  6.00","  8.00"," 28.80",NA," 21.00",NA," 85.64","102.50",NA,NA," 19.00","  6.00","WA",2009-03-28
