"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 66.0"," 53.0"," 63.0"," 84.0"," 87.0"," 24.0","107.0"," 41.0","  8.0"," 10.0"," 26.0","330.0"," 59.0"," 82.0","122.0","117.0"," 16.0"," 17.0","  7.6","  6.0","ACCRA",2009-09-12
" 48"," 74"," 65"," 95","100"," 39",NA," 29","  9"," 12"," 30","175"," 50",NA,"113","135"," 35"," 20","  7","  6","TEMA",2009-09-12
" 54.0"," 70.0"," 60.0"," 85.0"," 80.0"," 25.0","150.0"," 40.0","  6.5","  8.0"," 24.0","120.0"," 80.0"," 80.0","120.0","155.0"," 18.0"," 15.0","  6.0","  5.5","SEKTDI",2009-09-12
" 34.0"," 70.0"," 55.0"," 85.0"," 85.0"," 20.0",NA,NA,"  3.8","  9.5"," 27.0","250.0"," 60.0","100.0","120.0","105.0"," 20.0"," 20.0","  4.5","  5.0","KDUA",2009-09-12
" 67.00"," 55.00"," 67.00"," 85.00"," 90.00"," 15.42","150.00"," 53.00","  4.50","  7.50"," 32.00"," 90.00"," 60.00"," 50.00","120.00","130.00","  8.00","  9.00","  6.00","  5.00","CCOAST",2009-09-12
" 40.00"," 58.00"," 67.00"," 83.00"," 95.00"," 13.46"," 90.00"," 65.50","  3.50","  6.85"," 19.50"," 93.00"," 70.00"," 78.00","100.00"," 90.00","  8.30"," 12.00","  3.80","  5.00","MKESSIM",2009-09-12
" 42.0"," 60.0"," 70.0"," 66.0"," 66.0"," 14.0"," 85.0"," 25.0","  3.2","  5.5"," 20.0","180.0"," 40.0","120.0"," 85.0","120.0",NA," 15.0","  3.0","  5.0","KUMASI",2009-09-12
" 20"," 60"," 70"," 73"," 70"," 15","100"," 25","  4","  8"," 20","210"," 30"," 70","100"," 90"," 20",NA,"  5","  5","EJURA",2009-09-12
" 60.0"," 38.0"," 69.0"," 80.0"," 85.0","  9.0"," 90.0"," 25.0","  5.0","  8.0"," 17.0","120.0"," 35.0"," 88.0","100.0","120.0",NA," 28.0","  4.0","  4.5","OBUASI",2009-09-12
" 28.0"," 43.0"," 62.2"," 70.0"," 72.0"," 25.0"," 50.0"," 40.0","  3.0","  4.5"," 25.0","120.0"," 30.0","150.0"," 90.0"," 90.0"," 20.0"," 20.0","  5.0","  4.5","SUNYANI",2009-09-12
" 24.61"," 44.00"," 70.00"," 75.00"," 75.00"," 20.00"," 80.00"," 50.00","  4.50","  6.50"," 25.71","150.00"," 50.00"," 84.00"," 80.00"," 80.00"," 18.00"," 20.00","  3.00","  4.50","TMAN",2009-09-12
"33.00","58.00","60.00","85.00",NA,"22.00","105.00","40.00","4.50","8.00","37.00#","224.00","50.00","60.00","153.00","115.00","11.00","23.00","5.00","5.70","HO",2009-09-12
" 34.0"," 40.0"," 70.0"," 68.0"," 60.0"," 14.0"," 80.0",NA,"  8.0","  6.0"," 29.0","102.0","100.0"," 45.0"," 80.0"," 56.0",NA,NA,"  9.0","  5.5","TAMALE",2009-09-12
"54.00","55.00","52.00","52.00","54.00","30.00","200.00","60.00","18.00","10.00","N/A","200.00","30.00","N/A","84.00","62.00","N/A",NA,"10.00","5.50","BOLGA",2009-09-12
" 32.14"," 57.14"," 69.00"," 64.78"," 62.00"," 24.00"," 66.70"," 60.00","  8.00",NA," 28.80",NA," 17.33","100.00"," 77.86","102.50",NA,NA," 10.00","  6.00","WA",2009-09-12
