"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 59.0"," 43.5"," 70.0"," 71.0"," 70.0"," 27.0","145.0"," 37.0","  5.0","  8.0"," 25.0","183.0"," 90.0"," 53.0","132.0","134.0"," 10.0"," 22.0","  4.0","  5.0","ACCRA",2009-04-11
" 67",NA," 62"," 80"," 80"," 38","200"," 30","  7","  8"," 30",NA,"150",NA,"113",NA,NA,NA,"  4","  6","TEMA",2009-04-11
" 55.0",NA," 45.0"," 85.0"," 80.0"," 25.0","180.0"," 28.0","  4.0","  6.0"," 24.0"," 80.0","100.0"," 50.0","145.0","140.0"," 16.0"," 14.0","  4.0","  5.5","SEKTDI",2009-04-11
" 55"," 70"," 55"," 75"," 84"," 16","110"," 26","  5"," 10"," 20","160"," 60"," 55","150","130"," 12"," 17","  4","  5","KDUA",2009-04-11
" 67"," 49"," 66"," 90"," 90"," 16","120"," 47","  5","  9"," 30"," 80"," 70"," 60","123","115","  7"," 10","  3","  5","CCOAST",2009-04-11
" 75.0"," 55.0"," 68.0"," 87.0","100.0"," 17.3","180.0"," 50.0","  2.8","  5.0"," 18.5"," 96.0","120.0"," 62.0","150.0","130.0"," 10.0"," 13.0","  3.2","  5.0","MKESSI",2009-04-11
" 58.0"," 55.0"," 55.0"," 65.0"," 55.0"," 11.0"," 95.0"," 22.0","  2.5","  4.7"," 20.0","102.0"," 70.0"," 60.0"," 85.0","110.0",NA," 15.0","  3.5","  5.0","KUMASI",2009-04-11
" 55"," 60"," 55"," 55"," 55","  8","120"," 65","  3","  5"," 20","150"," 40","100"," 90","140"," 20",NA,"  4","  5","EJURA",2009-04-11
" 75.0"," 35.0"," 64.0"," 80.0"," 85.0"," 12.0","130.0"," 30.0","  3.0","  7.0"," 15.0","120.0"," 75.0"," 44.0","120.0","120.0",NA," 28.0","  4.0","  4.8","OBUASI",2009-04-11
" 48.0"," 42.5"," 55.0"," 65.0"," 65.0"," 10.0","100.0"," 36.0","  1.5","  2.5"," 20.0","120.0"," 65.0","120.0"," 85.0","108.0"," 20.0"," 25.0","  3.0","  4.2","SUNYANI",2009-04-11
" 43.07"," 36.00"," 65.00"," 60.00"," 64.00"," 12.00","120.00"," 30.00","  1.80","  3.50"," 20.71","120.00"," 78.00"," 70.00"," 78.00","120.00"," 17.50",NA,"  2.50","  4.50","TMAN",2009-04-11
" 54.0"," 55.0"," 60.0"," 82.0",NA," 24.0","120.0",NA,"  3.7","  6.5"," 23.0",NA," 85.0",NA,"142.0","107.0","  8.0"," 24.0","  4.0","  5.3","HO",2009-04-11
" 44.0"," 30.0"," 70.0"," 60.0"," 48.0"," 13.0","120.0",NA,"  7.0","  6.0"," 28.0"," 57.0"," 65.0"," 37.0"," 60.0"," 92.0",NA,NA,"  8.0","  5.5","TAMALE",2009-04-11
"48.00","50.00","50.00","52.00","51.00","N/A","160.00","N/A","9.00","N/A","N/A","N/A","70.00","N/A","80.00","100.00","N/A",NA,"22.00","5.00","BOLGA",2009-04-11
"42.86","53.57","65.00","50.08","54.50","23.00","99.00",NA," 6.00"," 8.00","28.80",NA,"26.00",NA,"85.00","95.67",NA,NA,"19.00"," 6.00","WA",2009-04-11
