"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 44"," 53"," 63"," 84"," 84"," 25"," 82"," 44","  8"," 10"," 26","315","108"," 85","120","119"," 16"," 18","  7","  6","ACCRA",2009-10-03
" 48.0"," 52.5"," 65.0"," 95.0"," 95.0"," 39.0","100.0"," 30.0","  8.0"," 12.0"," 30.0","200.0"," 80.0",NA,"113.0","120.0"," 35.0"," 20.0","  8.0","  6.0","TEMA",2009-10-03
" 55.0"," 70.0"," 58.0"," 90.0"," 80.0"," 32.0","160.0"," 42.0","  6.0","  8.0"," 24.0","140.0","100.0","100.0","140.0","120.0"," 18.0"," 15.0","  5.0","  5.5","SEKTDI",2009-10-03
" 39.0"," 70.0"," 65.0"," 85.0"," 85.0"," 21.0",NA,NA,"  3.5","  8.0"," 27.0","280.0","100.0","100.0","120.0"," 95.0"," 20.0"," 23.0","  2.0","  5.0","KDUA",2009-10-03
" 69.00"," 55.00"," 67.00"," 85.00"," 67.00"," 16.97","160.00",NA,"  5.00","  6.00"," 32.00","100.00"," 60.00"," 60.00","120.00","130.00"," 12.00","  9.00","  6.00","  5.00","CCOAST",2009-10-03
" 38.00"," 55.00"," 67.00"," 80.00"," 92.00"," 14.00"," 95.00"," 65.00","  3.50","  6.35"," 19.50","120.00"," 70.00"," 88.00","100.00"," 90.00","  8.60"," 10.00","  4.00","  5.00","MKESSIM",2009-10-03
" 34.0"," 50.0"," 70.0"," 65.0"," 60.0"," 11.0"," 85.0"," 24.0","  2.5","  5.0"," 20.0","200.0"," 40.0","110.0"," 86.0","110.0",NA," 14.0","  3.5","  5.0","KUMASI",2009-10-03
" 30"," 60"," 70"," 72"," 72"," 10","110"," 25","  3","  7"," 20","210"," 35"," 80","125"," 80"," 12",NA,"  5","  5","EJURA",2009-10-03
" 60.0"," 38.0"," 69.0"," 80.0"," 85.0"," 10.0","100.0"," 25.0","  4.5","  9.0"," 17.0","120.0"," 50.0","120.0","100.0","120.0",NA," 28.0","  4.0","  5.0","OBUASI",2009-10-03
" 28.0"," 43.0"," 61.0"," 70.0"," 72.0"," 30.0"," 60.0"," 36.0","  3.0","  5.0"," 25.0","140.0"," 50.0","150.0"," 90.0"," 90.0"," 15.0"," 20.0","  5.0","  4.6","SUNYANI",2009-10-03
" 26.92"," 43.00"," 70.00"," 72.00"," 76.00"," 20.00"," 80.00"," 40.00","  4.50","  6.00"," 20.57","280.00"," 60.00"," 84.00"," 80.00"," 86.00"," 18.00"," 18.00","  3.00","  4.50","TMAN",2009-10-03
" 36.0"," 55.0"," 64.0"," 85.0",NA," 20.0"," 90.0"," 35.0","  3.5","  6.5"," 37.0","216.0"," 65.0"," 60.0","153.0","115.0"," 12.0"," 23.0","  3.0","  5.5","HO",2009-10-03
"35.0","36.0","70.0","76.0","72.0","26.0","90.0",NA," 8.0"," 7.0","28.0","90.0","80.0","45.0","68.0","64.0",NA,NA," 8.0"," 5.5","TAMALE",2009-10-03
"32.00","49.00","52.00",NA,"54.00","60.00","180.00","120.00","18.00","15.00","N/A",NA,"30.00","N/A","86.00","57.00","N/A",NA,"12.00","7.00","BOLGA",2009-10-03
" 35.71"," 57.14"," 69.00"," 64.38"," 62.29",NA," 49.00",NA,"  8.00",NA," 28.80","260.00"," 11.56","100.00"," 77.00"," 82.00",NA,NA," 10.00","  6.00","WA",2009-10-03
