"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 58.0"," 56.5"," 65.0"," 77.0"," 75.0"," 28.0","103.0"," 39.0","  4.0","  6.0"," 28.0","150.0","200.0"," 35.0","110.0","120.0"," 13.0"," 20.0","  4.0","  4.0","ACCRA",2009-01-17
" 63.0",NA," 60.0"," 86.0"," 87.0"," 28.0","250.0"," 30.0","  5.0","  7.0"," 30.0",NA,"225.0",NA," 94.0","130.0",NA,NA,"  4.5","  5.0","TEMA",2009-01-17
" 56.0"," 60.0"," 64.0"," 85.0"," 80.0"," 25.0","180.0"," 48.0","  3.5","  5.5"," 20.0",NA," 80.0"," 45.0","130.0","130.0"," 15.0"," 12.0","  3.5","  5.0","SEKTDI",2009-01-17
" 50.0",NA," 40.0"," 75.0"," 75.0"," 17.0"," 90.0",NA,"  2.8","  6.5"," 26.0","150.0"," 70.0",NA,"110.0","120.0",NA,NA,"  4.0","  5.0","KDUA",2009-01-17
" 65.00"," 55.00"," 66.00"," 84.00"," 90.00"," 17.74","120.00"," 47.00","  4.50","  8.00"," 30.00"," 70.00","140.00"," 30.00","123.00","115.00","  7.00"," 12.00","  4.00","  5.50","CCOAST",2009-01-17
" 70.00"," 52.50"," 68.00"," 78.00"," 97.00"," 16.25","150.00"," 42.00","  2.80","  5.50"," 20.00"," 67.00","120.00"," 26.50","120.00","110.00","  8.35"," 12.50","  3.30","  5.00","MKESSIM",2009-01-17
"54.00","52.50","64.00","82.00",NA,"19.00","105.00",NA,"3.50","5.50","37.00#","144.00","130.00",NA,"120.00","107.00","13.00","22.00","5.00","5.70","HO",2009-01-17
" 46.0"," 52.5"," 55.0"," 60.0"," 58.0"," 11.0"," 80.0"," 28.0","  2.4","  4.5"," 20.0"," 72.0"," 70.0"," 52.0"," 70.0","110.0",NA," 14.0","  4.5","  5.0","KUMASI",2009-01-17
" 75.0"," 36.0"," 54.0"," 80.0"," 85.0","  9.0","140.0"," 30.0","  4.0","  6.0"," 20.0"," 72.0"," 85.0"," 28.0"," 80.0","100.0",NA," 28.0","  2.0","  4.5","OBUASI",2009-01-17
"37.0","42.5","65.0","65.0","65.0","15.0","70.0","36.0"," 2.0"," 3.0","25.0","60.0","50.0","80.0","85.0","96.0","25.0","15.0"," 4.0"," 4.2","SUNYANI",2009-01-17
" 38.46"," 44.50"," 62.00"," 69.00"," 59.00"," 12.00"," 80.00"," 45.00","  1.50","  3.00"," 25.71"," 84.00"," 80.00"," 56.00"," 60.00","115.00"," 35.00",NA,"  3.00","  4.50","TMAN",2009-01-17
" 45.0"," 60.0"," 55.0"," 55.0"," 45.0","  7.5","100.0"," 70.0","  2.5","  4.5"," 22.0","150.0"," 35.0","140.0"," 30.0","120.0"," 15.0",NA,"  3.0","  4.5","EJURA",2009-01-17
" 40"," 26"," 53"," 46"," 40"," 13","100",NA,"  8","  7"," 29"," 40"," 65"," 52"," 48","100",NA,NA,"  9","  5","TAMALE",2009-01-17
"44.00","50.00","50.00","45.00","46.00",NA,"120.00","N/A","9.00","N/A","N/A","95.00","60.00","N/A","70.00","85.00","N/A",NA,NA,"5.20","BOLGA",2009-01-17
" 42.85"," 50.00"," 65.00"," 51.86"," 54.50",NA," 99.00",NA,NA,NA," 28.80",NA," 36.94",NA," 62.28","102.50",NA,NA," 19.00","  4.50","WA",2009-01-17
