"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 58"," 55"," 65"," 77"," 75"," 30","100"," 38","  4","  6"," 28","150","190"," 45","115","125"," 10"," 24","  4","  5","ACCRA",2009-01-31
" 63",NA," 60"," 87"," 87"," 28","250"," 30","  3","  7"," 30",NA,"175",NA," 94","130",NA,NA,"  5","  5","TEMA",2009-01-31
" 68.0",NA," 58.0"," 85.0"," 80.0"," 22.0","170.0"," 45.0","  3.0","  6.0"," 20.0",NA," 70.0"," 45.0","150.0","150.0"," 15.0"," 14.0","  3.0","  5.5","SEKTDI",2009-01-31
" 50.0",NA," 49.0"," 70.0"," 83.0"," 25.0","105.0",NA,"  3.0","  7.5"," 27.0","160.0"," 80.0",NA,"130.0","115.0",NA," 20.0","  4.5","  5.0","KDUA",2009-01-31
" 70.00"," 52.50"," 66.00"," 84.00"," 90.00"," 17.66","120.00"," 47.00","  4.50","  8.00"," 30.00"," 75.00","155.00"," 36.00","123.00","115.00","  7.00"," 12.10","  2.50","  5.50","CCOAST",2009-01-31
" 70.00"," 52.50"," 68.00"," 85.00"," 96.00"," 19.00","160.00"," 51.25","  2.60","  5.20"," 18.00"," 68.00","130.00"," 35.46","130.00","120.00","  6.30"," 13.50","  3.40","  5.00","MKESSIM",2009-01-31
" 54.0"," 52.5"," 63.0"," 82.0",NA," 19.0"," 90.0",NA,"  3.5","  5.5"," 37.0","144.0","130.0",NA,"109.0","107.0"," 10.0"," 22.0","  4.0","  5.7","HO",2009-01-31
" 48.0"," 50.0"," 55.0"," 60.0"," 58.0"," 11.0"," 88.0"," 24.0","  2.6","  4.5"," 20.0"," 72.0"," 70.0"," 52.0"," 80.0","100.0",NA," 14.0","  5.0","  5.0","KUMASI",2009-01-31
" 75.0"," 36.0"," 57.0"," 80.0"," 85.0","  9.0","140.0"," 30.0","  5.0","  8.0"," 20.0"," 70.0"," 70.0"," 64.0"," 90.0","120.0",NA," 28.0","  2.0","  4.5","OBUASI",2009-01-31
" 40.0"," 42.5",NA," 65.0"," 65.0"," 15.0"," 80.0"," 36.0","  1.8","  3.0"," 25.0"," 80.0"," 70.0"," 80.0"," 96.0","120.0"," 20.0"," 15.0","  8.0","  4.3","SUNYANI",2009-01-31
" 40.76"," 44.50"," 62.00"," 59.00"," 59.00"," 12.00","100.00"," 30.00","  1.00","  2.00"," 25.71"," 84.00"," 60.00"," 56.00"," 80.00","110.00"," 35.00",NA,"  3.00","  4.50","TMAN",2009-01-31
" 50.0"," 64.0"," 55.0"," 50.0"," 55.0","  9.0","100.0"," 75.0","  2.5","  5.0"," 20.9","180.0","100.0","130.0","100.0","150.0"," 15.0",NA,"  3.0","  4.7","EJURA",2009-01-31
" 44"," 30"," 65"," 52"," 52"," 14"," 95",NA,"  7","  6"," 29"," 57"," 70"," 37"," 60","100",NA,NA,"  9","  5","TAMALE",2009-01-31
"50.00","50.00","50.00","55.00","46.00","N/A","120.00","N/A","9.00","N/A","N/A","N/A","66.00","N/A","90.00","113.00","N/A",NA,NA,"5.20","BOLGA",2009-01-31
" 42.85"," 53.57"," 65.00"," 50.08"," 54.60",NA," 99.00",NA,NA,NA," 28.80",NA," 30.00",NA," 85.64","102.50",NA,NA," 19.00","  4.50","WA",2009-01-31
