"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 54"," 49"," 70"," 86"," 90"," 20","110"," 40","  7","  8"," 24","240"," 80","170","110","120",NA," 22","  7","  7","ACCRA",2009-12-19
" 54"," 78"," 66","100","100"," 50","200"," 35","  6"," 10"," 30","260"," 70","120","110","120"," 40"," 25","  5","  6","TEMA",2009-12-19
" 65.0"," 70.0"," 60.0","100.0"," 80.0"," 25.0","150.0"," 45.0","  5.0","  8.0"," 24.0",NA," 50.0"," 60.0","160.0","140.0"," 16.0"," 15.0","  6.0","  5.5","SEKTDI",2009-12-19
" 40.0"," 70.0"," 54.0"," 95.0"," 90.0"," 25.0","160.0",NA,"  5.5"," 12.0"," 27.0","250.0"," 25.0"," 80.0","120.0","140.0"," 20.0"," 25.0","  3.0","  6.0","KDUA",2009-12-19
" 64.0"," 50.0"," 67.0"," 90.0"," 90.0"," 22.0","180.0"," 52.0","  4.5","  8.0"," 30.0","100.0"," 60.0"," 60.0","120.0","130.0"," 40.0"," 12.0","  4.0","  6.0","CCOAST",2009-12-19
" 75.0"," 55.0"," 70.0"," 90.0","100.0"," 18.0","160.0"," 55.0","  3.2","  6.0"," 20.0"," 80.0"," 50.0"," 23.0","110.0","110.0"," 11.0"," 15.0","  3.5","  5.0","MKESSIM",2009-12-19
" 59.0"," 55.0"," 72.0"," 64.0"," 60.0"," 13.0"," 95.0"," 25.0","  2.4","  5.8"," 20.0","168.0"," 15.0"," 40.0"," 85.0","110.0"," 10.0"," 13.0","  3.0","  5.5","KUMASI",2009-12-19
" 35.0"," 45.0"," 55.0"," 55.0"," 60.0"," 16.0","100.0"," 37.5","  3.0","  5.0"," 20.0","120.0"," 12.0"," 20.0"," 80.0","120.0"," 20.0",NA,"  7.0","  5.0","EJURA",2009-12-19
" 75.0"," 40.0"," 68.0"," 80.0"," 85.0"," 12.0","140.0"," 35.0","  4.0"," 11.0"," 17.0","120.0"," 25.0"," 40.0","100.0","120.0"," 25.0"," 30.0","  4.0","  5.5","OBUASI",2009-12-19
" 32.0"," 42.5"," 68.0"," 70.0"," 72.0"," 30.0"," 95.0"," 45.0","  2.0","  4.0"," 25.0","100.0"," 10.0"," 30.0"," 90.0"," 95.0"," 22.5"," 25.0","  2.5","  4.8","SUNYANI",2009-12-19
" 33.0"," 38.5"," 70.0"," 61.0"," 66.0"," 16.0","122.0"," 44.0","  3.0","  6.0"," 21.0","220.0","  8.0"," 36.0"," 85.0","130.0"," 25.0",NA,"  3.0","  5.4","TMAN",2009-12-19
"45.00","57.50","60.00","85.00",NA,"20.00","110.00","35.00","3.00","5.00","37.00#","160.00","50.00","60.00","153.00","123.00","8.00","23.00","5.00","5.80","HO",2009-12-19
" 35"," 30"," 70"," 64"," 52"," 30","100",NA,"  7","  9"," 29"," 90"," 70"," 37"," 56","100",NA,NA,"  9","  6","TAMALE",2009-12-19
"40.00","50.00","52.00","53.00","56.00","10.00","150.00",NA,"14.00",NA,NA,"140.00","96.00","N/A","70.00","92.00","N/A",NA,"8.00","7.00","BOLGA",2009-12-19
" 36.0"," 54.0"," 69.0"," 57.0"," 55.0"," 25.0"," 99.0",NA,"  8.0",NA," 29.0","320.0","  9.6"," 72.0"," 58.4"," 96.0",NA,NA," 10.0","  6.0","WA",2009-12-19
