"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 71.0"," 53.5"," 69.0"," 74.0"," 80.0"," 18.0","148.0"," 38.0","  7.0","  9.5"," 23.0","278.0","253.0","105.0","124.0","138.0"," 14.0"," 20.0","  4.0","  5.0","ACCRA",2009-05-23
" 79",NA," 64"," 80"," 80"," 33","200"," 30","  6"," 10"," 30",NA,"338",NA,"119",NA,NA,NA,"  4","  6","TEMA",2009-05-23
" 70.0"," 55.0"," 58.0"," 85.0"," 80.0"," 28.0","160.0"," 35.0","  5.0","  8.0"," 24.0","120.0","160.0","100.0","120.0","140.0"," 16.0"," 16.0","  4.5","  5.5","SEKTDI",2009-05-23
" 70.0"," 70.0"," 55.0"," 75.0"," 86.0"," 17.0","140.0"," 30.0","  6.5"," 16.0"," 20.0","200.0","250.0"," 75.0","150.0","130.0"," 20.0"," 20.0","  4.0","  4.0","KDUA",2009-05-23
" 79.00"," 55.00"," 66.00"," 84.00"," 90.00"," 15.72","120.00"," 46.00","  5.00","  8.50"," 30.00"," 80.00","220.00"," 45.00","123.00","130.00","  7.00"," 13.00","  3.00","  5.50","CCOAST",2009-05-23
" 85.00"," 54.00"," 69.00"," 90.00","100.00",NA,"180.00"," 54.75","  4.00","  8.00"," 19.00"," 87.00","180.00"," 76.00","140.00","110.00","  8.00"," 16.00","  4.00","  5.00","MKESSIM",2009-05-23
" 58.0"," 60.0"," 54.0"," 65.0"," 60.0"," 12.0"," 95.0"," 22.0","  3.2","  5.0"," 20.0","180.0","150.0"," 92.0"," 80.0","115.0",NA," 14.0","  3.5","  5.0","KUMASI",2009-05-23
" 70.0"," 60.0"," 50.0"," 65.0"," 60.0"," 10.0","150.0"," 45.0","  4.0","  5.0"," 14.4","150.0","150.0","170.0","100.0","130.0"," 20.0",NA,"  5.0","  5.0","EJURA",2009-05-23
" 90.0"," 40.0"," 64.0"," 80.0"," 85.0"," 13.0","190.0"," 25.0","  5.0"," 10.0"," 15.0","120.0","180.0"," 48.0","120.0","120.0",NA," 28.0","  4.0","  4.5","OBUASI",2009-05-23
" 56.0"," 42.5"," 57.0"," 65.0"," 65.0"," 30.0","120.0"," 36.0","  3.0","  4.5"," 24.0","120.0","160.0"," 80.0"," 90.0","110.0"," 17.5"," 25.0","  5.0","  4.2","SUNYANI",2009-05-23
" 51.53"," 34.00"," 68.00"," 60.00"," 55.00"," 12.00","120.00"," 35.00","  2.00","  3.50"," 20.50","210.00","150.00"," 84.00"," 80.00","112.00"," 17.50",NA,"  3.50","  4.50","TMAN",2009-05-23
" 73.0"," 55.0"," 60.0"," 82.0",NA," 26.0","120.0",NA,"  5.0",NA," 23.0",NA,NA,NA,"142.0","107.0"," 10.0"," 22.0",NA,"  5.5","HO",2009-05-23
" 54"," 30"," 70"," 64"," 52"," 14","130",NA,"  8","  7"," 28"," 68","160"," 75"," 80"," 96",NA,NA,"  8","  5","TAMALE",2009-05-23
"50.00","50.00","52.00","54.00","52.00","N/A","150.00","N/A","N/A","N/A","N/A","140.00","130.00","N/A","90.00","100.00","N/A",NA,NA,"5.50","BOLGA",2009-05-23
" 48.21"," 50.00"," 65.00"," 51.23"," 54.00"," 23.00","120.00"," 50.00","  6.00","  8.00"," 28.80",NA," 75.10",NA," 81.75","102.50",NA,NA," 10.00","  6.00","WA",2009-05-23
