"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 73.0"," 52.5"," 67.0"," 82.0"," 81.0"," 19.0","177.0"," 40.0"," 10.0"," 13.0"," 26.0","348.0","183.0","137.0","130.0","133.0"," 14.0"," 20.0","  9.0","  6.0","ACCRA",2009-07-25
" 58",NA," 64"," 98","100"," 35","200"," 35","  6"," 12"," 30","300","250",NA,"122","130",NA," 22","  9","  6","TEMA",2009-07-25
" 85.0",NA," 55.0"," 85.0"," 80.0"," 18.0","150.0"," 40.0","  5.0","  8.0"," 24.0","150.0","150.0"," 80.0","140.0","150.0"," 18.0"," 15.0","  4.0","  5.5","SEKTDI",2009-07-25
" 65.0"," 65.0"," 55.0"," 90.0"," 82.0"," 20.0",NA," 32.0","  8.5"," 17.0"," 27.0","250.0","180.0","100.0","120.0","150.0"," 20.0"," 20.0","  6.0","  5.0","KDUA",2009-07-25
" 81"," 55"," 67"," 85"," 90"," 16","150"," 55","  6","  9"," 30"," 90","220"," 40","120","130","  8"," 10","  6","  5","CCOAST",2009-07-25
" 86.00"," 60.00"," 68.00"," 85.00"," 96.00"," 15.00","150.00"," 58.25","  3.80","  7.90"," 20.00"," 90.00","190.00"," 70.00","120.00","100.00","  9.00"," 12.00","  5.00","  5.20","MKESSIM",2009-07-25
" 67.0"," 55.0"," 68.0"," 65.0"," 61.0","  9.5"," 85.0"," 22.0","  3.0","  5.5"," 20.0","184.0","110.0"," 84.0"," 85.0","130.0",NA," 24.0","  3.2","  5.0","KUMASI",2009-07-25
" 54.0"," 60.0"," 65.0"," 70.0"," 70.0","  8.0","120.0"," 30.0","  3.0","  8.0"," 14.4","210.0","100.0","150.0","100.0","100.0"," 28.0",NA," 10.0","  5.0","EJURA",2009-07-25
" 60.0"," 44.0"," 66.0"," 80.0"," 85.0"," 10.0","140.0"," 30.0","  4.5"," 13.0"," 15.0","100.0","130.0"," 68.0","100.0","120.0",NA," 28.0","  4.0","  4.5","OBUASI",2009-07-25
" 48.0"," 42.5"," 63.6"," 70.0"," 70.0"," 25.0"," 75.0"," 50.0","  4.0","  5.0"," 25.0","112.0"," 70.0","100.0"," 90.0","110.0"," 20.0"," 20.0","  5.0","  4.5","SUNYANI",2009-07-25
" 44.61"," 50.00"," 70.00"," 70.00"," 60.00"," 12.00"," 70.00"," 40.00","  4.00","  5.00"," 25.71","250.00","160.00"," 84.00"," 80.00","120.00"," 21.00"," 25.00","  5.00","  4.50","TMAN",2009-07-25
" 54.0"," 57.5"," 60.0"," 82.0",NA," 25.0","145.0"," 38.0","  6.5","  8.5"," 34.0","280.0","156.0"," 70.0","142.0","123.0"," 11.0"," 24.0"," 10.0","  5.7","HO",2009-07-25
" 48.0"," 40.0"," 70.0"," 80.0"," 68.0"," 15.0","100.0",NA,"  7.0","  6.0"," 28.0","160.0","150.0"," 75.0"," 60.0"," 80.0",NA,NA,"  9.0","  5.5","TAMALE",2009-07-25
"65.00","55.00","52.00","68.00","60.00","N/A","140.00","N/A","10.00","7.00","N/A","145.00","120.00","N/A","90.00","100.00","N/A",NA,NA,"5.50","BOLGA",2009-07-25
" 42.86"," 53.57"," 69.00"," 71.54"," 62.29"," 24.00",NA," 50.00","  8.00",NA," 28.80","192.00","180.00","111.00"," 85.14"," 85.40",NA,"100.00"," 10.00","  6.00","WA",2009-07-25
