"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 68"," 53"," 63"," 84"," 82"," 26","127"," 44","  8"," 10"," 26","365"," 70"," 87","123","127"," 16"," 17","  8","  6","ACCRA",2009-08-29
" 75",NA," 73"," 88"," 80"," 38",NA," 30","  6"," 10"," 30","335"," 90",NA,"113","125",NA," 24"," 10","  6","TEMA",2009-08-29
" 75.0"," 70.0"," 58.0"," 85.0"," 80.0"," 25.0","130.0"," 38.0","  6.0","  8.0"," 24.0","100.0"," 75.0"," 80.0","140.0","150.0"," 18.0"," 15.0","  4.0","  5.5","SEKTDI",2009-08-29
" 37.0"," 65.0"," 55.0"," 90.0"," 90.0"," 21.0",NA,NA,"  5.0"," 11.5"," 27.0","250.0"," 50.0","100.0","120.0","150.0"," 20.0"," 22.0",NA,"  4.5","KDUA",2009-08-29
" 67.52"," 55.00"," 67.00"," 85.00"," 90.00"," 16.00","150.00"," 53.00","  4.30","  7.50"," 30.00"," 90.00"," 60.00"," 40.00","120.00","130.00","  8.00","  9.00","  6.00","  5.00","CCOAST",2009-08-29
" 80.00"," 60.00"," 65.00"," 85.00"," 95.00"," 14.62","100.00"," 51.25","  4.00","  7.00"," 20.00"," 83.00"," 70.00"," 38.00","110.00"," 90.00","  9.20"," 10.00","  4.50","  5.20","MKESSIM",2009-08-29
" 67.0"," 60.0"," 70.0"," 68.0"," 65.0"," 10.0"," 95.0"," 22.0","  3.3","  5.6"," 20.0","160.0"," 25.0"," 60.0"," 85.0","115.0",NA," 14.0","  3.4","  5.0","KUMASI",2009-08-29
" 50"," 60"," 70"," 73"," 70"," 12"," 50"," 20","  3","  7"," 20","180"," 20"," 50","100"," 90"," 15",NA,NA,"  5","EJURA",2009-08-29
" 60.0"," 44.0"," 67.0"," 80.0"," 85.0","  9.0"," 90.0"," 25.0","  4.0"," 10.0"," 13.0","120.0"," 60.0"," 40.0","100.0","120.0",NA," 28.0","  4.0","  4.5","OBUASI",2009-08-29
" 24.0"," 42.5"," 61.0"," 70.0"," 70.0"," 25.0"," 55.0"," 45.0","  3.5","  4.5"," 25.0","140.0"," 45.0","100.0"," 90.0","110.0"," 21.0"," 25.0","  5.0","  4.5","SUNYANI",2009-08-29
" 42.31"," 50.00"," 70.00"," 72.00"," 75.00"," 20.00"," 80.00"," 55.00","  4.00","  6.00"," 25.71","150.00"," 40.00"," 84.00"," 80.00"," 80.00"," 18.00"," 20.00","  5.00","  4.50","TMAN",2009-08-29
" 42.0"," 50.0"," 60.0"," 85.0",NA," 20.0","115.0"," 42.0","  5.0","  8.5"," 37.0","280.0"," 80.0"," 80.0","153.0","123.0"," 11.0"," 20.0","  5.0","  5.5","HO",2009-08-29
" 34.0"," 36.0"," 80.0"," 70.0"," 60.0"," 16.0"," 90.0",NA,"  9.0","  8.0"," 29.0","147.0"," 70.0"," 50.0"," 72.0"," 80.0",NA,NA," 10.0","  5.5","TAMALE",2009-08-29
"54.00","N/A","52.00","52.00","54.00","30.00","120.00","65.00","12.00","10.00","N/A","150.00","90.00","N/A","86.00","100.00","N/A",NA,"10.00","6.00","BOLGA",2009-08-29
" 42.86"," 57.14"," 69.00"," 64.28"," 62.28"," 24.00"," 66.70",NA,"  8.00",NA," 28.80",NA," 28.90","111.20"," 85.64","102.50",NA,NA," 10.00","  6.00","WA",2009-08-29
