"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 64.0"," 53.5"," 69.0"," 74.0"," 73.0"," 25.0","143.0"," 35.0","  6.0","  9.0"," 25.0","265.0","280.0"," 54.0","127.0","137.0"," 15.0"," 21.0","  4.0","  5.0","ACCRA",NA
" 71",NA," 64"," 80"," 80"," 35","150"," 30","  6","  8"," 30",NA,"368",NA,"119",NA,NA,NA,"  4","  6","TEMA",NA
" 70.0",NA," 55.0"," 85.0"," 80.0"," 28.0","160.0"," 30.0","  5.5","  7.0"," 24.0","120.0","180.0","100.0","140.0","140.0"," 15.0"," 18.0","  4.0","  5.5","SEKTDI",NA
" 60.0"," 70.0"," 55.0"," 75.0"," 85.0"," 16.0","140.0"," 30.0","  6.0"," 13.0"," 16.0","200.0"," 92.0"," 75.0","150.0","130.0"," 16.0"," 18.0","  3.5","  4.0","KDUA",NA
" 68.00"," 55.00"," 66.00"," 84.00"," 90.00"," 16.19","110.00"," 47.00","  5.50","  9.00"," 30.00"," 85.00","200.00"," 47.00","123.00","130.00","  7.00"," 13.00","  3.00","  6.00","CCOAST",NA
" 80.00"," 55.00"," 68.00"," 90.00","100.00"," 14.60","180.00"," 50.00","  3.50","  8.00"," 18.50"," 90.00","210.00"," 49.65","150.00","130.00"," 13.00"," 12.00","  4.00","  5.00","MKESSIM",NA
" 58.0"," 62.5"," 68.0"," 60.0"," 60.0"," 12.0","110.0"," 22.0","  3.2","  5.5"," 20.0","100.0","180.0"," 44.0"," 85.0","120.0",NA," 14.0","  2.5","  5.0","KUMASI",NA
" 70.0"," 60.0"," 65.0"," 60.0"," 58.0","  8.0","160.0"," 60.0","  5.0","  5.0"," 14.4","260.0","270.0","160.0","100.0","130.0"," 15.0",NA,"  5.0","  5.0","EJURA",NA
" 80.0"," 40.0"," 64.0"," 80.0"," 85.0"," 12.0","110.0"," 25.0","  5.0","  9.0"," 15.0","120.0","170.0"," 40.0","120.0","120.0",NA," 28.0","  4.0","  4.5","OBUASI",NA
" 48.0"," 42.5"," 55.0"," 65.0"," 65.0"," 30.0","110.0"," 38.0","  2.5","  3.5"," 24.0","120.0","180.0"," 65.0"," 90.0","110.0"," 20.0"," 25.0","  5.0","  4.3","SUNYANI",NA
" 51.53"," 34.00"," 68.00"," 65.00"," 64.00"," 12.00","150.00"," 35.00","  2.00","  3.50"," 20.57","210.00","210.00"," 84.00"," 85.00","112.00"," 17.50",NA,"  3.50","  4.50","TMAN",NA
" 64.0"," 55.0"," 60.0"," 82.0",NA," 25.0","135.0",NA,"  5.0",NA," 23.0",NA,"140.0",NA,"142.0","107.0"," 10.0"," 23.0",NA,"  5.5","HO",NA
" 48.0"," 30.0"," 70.0"," 60.0"," 60.0"," 15.0","120.0",NA,"  7.0","  6.0"," 28.0"," 90.0","160.0"," 67.0"," 96.0"," 88.0",NA,NA,"  9.0","  5.5","TAMALE",NA
"51.00","50.00","50.00","55.00","51.00","N/A","140.00","N/A","15.00","N/A","N/A","N/A","100.00","N/A","90.00","100.00","N/A",NA,"22.00","5.50","BOLGA",NA
