"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 54"," 50"," 65"," 85"," 90"," 26","110"," 45","  7","  8"," 25","220"," 80"," 85","110","120"," 13"," 24","  8","  7","ACCRA",2010-01-02
" 58"," 78"," 56","100","100"," 40","150"," 36","  5"," 10"," 30","250","100","120","110","120"," 40"," 30","  5","  6","TEMA",2010-01-02
" 55.0"," 70.0"," 50.0","100.0"," 85.0"," 20.0","160.0"," 42.0","  6.0","  8.5"," 24.0","100.0"," 50.0"," 60.0","150.0","130.0"," 16.0"," 14.0","  5.0",NA,"SEKTDI",2010-01-02
" 45.0"," 70.0"," 54.0"," 95.0"," 90.0"," 25.0","160.0"," 85.0","  5.5"," 11.0"," 27.0","300.0"," 50.0","120.0","120.0","140.0"," 20.0"," 25.0","  3.0","  6.0","KDUA",2010-01-02
" 64.0"," 50.0"," 67.0"," 90.0"," 90.0"," 22.0","180.0"," 52.0","  4.5","  8.0"," 30.0","100.0"," 70.0"," 60.0","120.0","130.0","  4.0"," 12.0","  4.0","  6.5","CCOAST",2010-01-02
" 85.0"," 60.0"," 70.0"," 90.0","100.0"," 23.0","180.0"," 60.0","  3.4","  6.0"," 20.0"," 78.0"," 60.0"," 25.0","110.0","110.0"," 14.0"," 15.0","  3.3","  6.7","MKESSIM",2010-01-02
" 59.0"," 55.0"," 70.0"," 64.0"," 60.0"," 11.0"," 90.0"," 25.0","  2.8","  6.0"," 20.0","168.0"," 50.0"," 48.0"," 83.0","110.0","  8.0"," 15.0","  3.5",NA,"KUMASI",2010-01-02
" 35"," 45"," 55"," 55"," 50"," 12","100"," 25","  3","  5"," 20","120"," 20"," 32"," 85","120"," 20",NA,"  8","  5","EJURA",2010-01-02
" 75.0"," 40.0"," 68.0"," 80.0"," 85.0"," 12.0","140.0"," 35.0","  4.0"," 11.0"," 17.0","120.0"," 60.0"," 56.0","100.0","120.0"," 25.0"," 30.0","  4.0","  5.5","OBUASI",2010-01-02
" 32.00"," 42.50"," 68.75"," 70.00"," 72.00"," 30.00","100.00"," 45.00","  2.00","  3.50"," 25.00","100.00"," 17.00"," 50.00"," 90.00"," 95.00"," 20.00"," 25.00","  4.00","  5.00","SUNYANI",2010-01-02
" 33"," 48"," 70"," 65"," 78"," 16","100"," 48","  3","  5"," 26","200"," 30"," 56"," 90","100"," 25",NA,"  3","  6","TMAN",2010-01-02
"45.00","57.50","66.00","85.00",NA,"20.00","100.00","33.00","3.00","5.00","40.00#","160.00","80.00","60.00","153.00","115.00","8.00","30.00","5.00","","HO",2010-01-02
" 35"," 28"," 70"," 54"," 60"," 35","210",NA,"  9"," 10"," 29"," 90"," 35"," 60"," 88"," 40",NA,NA,"  9","  6","TAMALE",2010-01-02
"40.00","60.00","55.00","53.00","56.00",NA,"180.00",NA,NA,NA,NA,"140.00","90.00","N/A","90.00","92.00","N/A",NA,"10.00","7.00","BOLGA",2010-01-02
" 36"," 44"," 69"," 56"," 58",NA," 99",NA,"  8",NA," 29","256"," 25"," 84"," 66"," 89",NA,NA,"  6","  6","WA",2010-01-02
