"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 54"," 50"," 67"," 83"," 85"," 22","120"," 40","  5","  6"," 25","220"," 80"," 80","110","130"," 13"," 24","  7","  7","ACCRA",2010-01-23
" 58"," 78"," 57","100","100"," 50","300"," 40","  8"," 12"," 30","250","100","120","110","120"," 40"," 25","  5","  6","TEMA",2010-01-23
" 68"," 70"," 62","100"," 85"," 18","180"," 45","  5","  9"," 24","100"," 60"," 60","160","140"," 16"," 12","  5","  6","SEKTDI",2010-01-23
" 44.0",NA," 54.0"," 95.0"," 90.0"," 25.0","180.0",NA,"  5.0"," 11.0"," 27.0","300.0"," 80.0","120.0","120.0","140.0"," 20.0",NA,"  2.5","  5.5","KDUA",2010-01-23
" 64.0"," 50.0"," 67.0"," 90.0"," 90.0"," 22.0","180.0",NA,"  4.5","  8.0"," 30.0","100.0"," 60.0"," 60.0","120.0","130.0"," 40.0"," 12.0","  4.0","  6.0","CCOAST",2010-01-23
" 85.0"," 60.0"," 72.0"," 93.0","110.0"," 19.0","180.0"," 55.0","  3.0","  6.0"," 19.5"," 76.0"," 80.0"," 27.0","120.0","120.0"," 13.0"," 17.0","  4.0","  6.0","MKESSIM",2010-01-23
" 42.0"," 50.0"," 65.0"," 75.0"," 70.0"," 20.0"," 90.0"," 26.0","  3.5","  7.5"," 22.0","170.0"," 75.0"," 48.0"," 95.0","120.0"," 10.0"," 18.0","  3.5","  6.0","KUMASI",2010-01-23
" 35"," 45"," 55"," 60"," 55"," 15"," 60"," 70","  3","  4"," 20","150"," 30"," 80"," 90","130"," 15",NA,"  6","  6","EJURA",2010-01-23
" 80.0"," 40.0"," 70.0","115.0","120.0"," 12.0","140.0"," 35.0","  5.0"," 12.0"," 17.0","120.0"," 60.0"," 56.0","100.0","120.0"," 12.0"," 30.0","  5.0","  5.5","OBUASI",2010-01-23
" 36.0"," 42.5"," 69.0"," 70.0"," 70.0"," 30.0","110.0"," 45.0","  2.0","  3.2"," 24.0","100.0"," 35.0"," 50.0"," 92.0"," 95.0"," 20.0"," 25.0","  5.0","  5.2","SUNYANI",2010-01-23
" 33"," 42"," 70"," 60"," 64"," 18","130"," 45","  4","  6"," 26","260"," 40"," 56"," 90","150"," 18",NA,"  5","  6","TMAN",2010-01-23
"45.00","55.00","62.00","86.00",NA,"21.00","110.00","35.00","3.50","5.50","37.00#","160.00","85.00","60.00","142.00","123.00","5.00","25.00","5.00","7.00","HO",2010-01-23
" 37.0"," 28.0"," 64.0"," 68.0"," 60.0"," 30.0","140.0",NA,"  9.0"," 11.0"," 28.0"," 90.0"," 50.0"," 45.0"," 60.0","104.0",NA,NA,"  8.0","  6.5","TAMALE",2010-01-23
"40.00","60.00","52.00","53.00","56.00",NA,"160.00",NA,"13.00",NA,"38.00","140.00","80.00","80.00","90.00","92.00","N/A",NA,"10.00","7.00","BOLGA",2010-01-23
" 36"," 30"," 69"," 65"," 63"," 25","115",NA,"  8",NA," 29","267"," 21","117"," 86","103",NA,NA," 10","  6","WA",2010-01-23
