"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 56"," 60"," 68"," 86"," 88"," 26","173"," 49"," 12"," 14"," 24","230","135"," 90","142","165"," 14"," 27","  7","  7","ACCRA",2010-04-03
" 58"," 79"," 67"," 95","100"," 38","120"," 35","  7"," 14"," 30","235","140","120","138","168",NA," 25","  7","  6","TEMA",2010-04-03
" 60"," 65"," 62","100"," 85"," 38","200"," 45","  7","  9"," 24","150","150","100","130","150"," 16"," 15","  5","  7","SEKTDI",2010-04-03
" 44"," 60"," 55"," 96"," 90"," 25","200",NA,"  8"," 16"," 27","300"," 80"," 60","130","160"," 20"," 22","  7","  6","KDUA",2010-04-03
" 80"," 55"," 70"," 90"," 90"," 22","180"," 60","  6","  9"," 25","100","130"," 60","120","130"," 15"," 13","  4","  6","CCOAST",2010-04-03
" 85.0"," 60.0"," 73.0"," 95.0","110.0"," 22.0","220.0"," 60.0","  5.0","  8.0"," 20.0"," 98.0","120.0"," 56.0","120.0","125.0"," 10.0"," 15.0","  3.0","  6.5","MKESSIM",2010-04-03
" 38.0"," 50.0"," 70.0"," 70.0"," 60.0"," 20.0","120.0"," 24.0","  2.5","  5.0"," 22.0","140.0"," 90.0"," 80.0"," 90.0","120.0","  9.0"," 15.0","  4.0","  6.5","KUMASI",2010-04-03
" 38"," 45"," 55"," 60"," 50"," 10","100"," 36","  3","  5"," 20","150"," 80","100","100","130"," 15",NA,"  6","  6","EJURA",2010-04-03
" 70.0"," 40.0"," 70.0","115.0","120.0"," 12.0","190.0"," 35.0","  6.0"," 11.0"," 17.0","120.0","120.0"," 80.0","100.0","120.0","  9.0"," 30.0","  5.0","  5.5","OBUASI",2010-04-03
" 36.0"," 42.5"," 70.0"," 70.0"," 70.0"," 30.0","170.0"," 45.0","  3.5","  4.5"," 24.0","100.0","120.0","120.0"," 90.0","108.0"," 20.0"," 28.0","  6.0","  5.0","SUNYANI",2010-04-03
" 29"," 40"," 70"," 60"," 60"," 30","120"," 35","  4","  6"," 26","190"," 90"," 56"," 90","120"," 18"," 21","  5","  5","TMAN",2010-04-03
" 45.0"," 60.0"," 63.0"," 86.0",NA," 20.0","145.0"," 33.0","  4.0","  6.5"," 29.0","160.0","150.0"," 80.0","142.0","148.0"," 15.0"," 30.0","  4.0","  7.0","HO",2010-04-03
" 38"," 30"," 64"," 60"," 60"," 25","120",NA,"  8","  9"," 28"," 90","100"," 45"," 60","104"," 40",NA,"  9","  7","TAMALE",2010-04-03
"42.00","50.00","60.00","50.00","52.00",NA,"150.00",NA,NA,NA,NA,"120.00","60.00",NA,"90.00","100.00","N/A",NA,NA,"7.50","BOLGA",2010-04-03
" 36"," 50"," 69"," 64"," 58",NA," 99",NA," 20",NA," 29","267"," 58","117"," 78","103",NA,NA," 10","  6","WA",2010-04-03
