"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 53"," 64"," 71"," 86"," 87"," 22","167"," 49"," 12"," 14"," 25","210","170"," 93","151","163"," 13"," 27","  7","  7","ACCRA",2010-04-24
" 58"," 80"," 67","100","100"," 40","230"," 40","  8"," 18"," 30","250","180","120","145","200"," 40"," 20","  8","  6","TEMA",2010-04-24
" 60"," 70"," 65"," 85"," 85"," 38","190"," 45","  8"," 12"," 24","180","200","100","140","140"," 15"," 12","  4","  7","SEKTDI",2010-04-24
" 45.0"," 60.0"," 55.0"," 95.0"," 90.0"," 24.0","210.0",NA,"  9.0"," 18.0"," 27.0","300.0","100.0"," 80.0","140.0","160.0"," 20.0"," 23.0","  8.0","  5.5","KDUA",2010-04-24
" 67"," 60"," 70"," 90"," 90"," 22","180"," 65","  6","  9"," 28","100","150"," 60","120","130"," 15"," 12","  5","  6","CCOAST",2010-04-24
" 85.0"," 60.0"," 75.0"," 97.0","110.0"," 22.0","220.0"," 65.0","  6.0","  9.0"," 18.0"," 95.0","180.0"," 56.0","120.0","130.0","  7.0"," 14.0","  4.0","  6.5","MKESSIM",2010-04-24
" 38.0"," 50.0"," 70.0"," 68.0"," 60.0"," 18.0","120.0"," 25.0","  2.5","  5.5"," 22.0","160.0","100.0"," 88.0"," 95.0","120.0","  9.0"," 20.0","  4.0","  6.5","KUMASI",2010-04-24
" 42"," 40"," 65"," 60"," 60"," 10","100"," 30","  3","  5"," 20","150"," 80"," 24","110","130"," 15",NA,"  6","  6","EJURA",2010-04-24
" 70.0"," 40.0"," 70.0","115.0","120.0"," 12.0","190.0"," 35.0","  5.0"," 11.0"," 17.0","120.0","150.0"," 48.0","100.0","120.0"," 21.0"," 30.0","  5.0","  5.5","OBUASI",2010-04-24
" 36.0"," 42.5"," 73.0"," 70.0"," 70.0"," 30.0","170.0"," 50.5","  4.5","  5.5"," 24.0","112.0","170.0","100.0"," 90.0","108.0"," 20.0"," 25.0","  8.0","  5.0","SUNYANI",2010-04-24
" 36"," 34"," 72"," 64"," 60"," 17","130"," 55","  4","  6"," 26","240","160"," 56"," 94","117"," 18",NA,"  6","  5","TMAN",2010-04-24
" 45.0"," 60.0"," 60.0"," 85.0",NA," 21.0","150.0"," 40.0","  5.0","  8.0"," 29.0","160.0","180.0"," 60.0","153.0","148.0"," 15.0"," 23.0","  3.5","  7.0","HO",2010-04-24
" 35"," 26"," 66"," 58"," 58"," 35","100",NA,"  9"," 10"," 28"," 90","150"," 50"," 60","112",NA,NA," 10","  7","TAMALE",2010-04-24
"42.00","50.00","60.00","50.00","50.00",NA,"150.00",NA,NA,NA,NA,"130.00","160.00",NA,"90.00","100.00","N/A",NA,NA,"7.00","BOLGA",2010-04-24
" 36.0"," 50.0"," 69.0"," 61.0"," 58.0"," 30.0","120.0",NA," 20.0",NA," 29.0","267.0"," 44.0","116.0"," 93.0","102.5",NA,NA," 10.0","  6.0","WA",2010-04-24
