"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 54.0"," 62.5"," 66.0"," 86.0"," 88.0"," 26.0","145.0"," 50.0","  8.0"," 10.0"," 26.0","220.0","133.0"," 82.0","137.0","157.0"," 12.0"," 26.0","  7.0","  7.0","ACCRA",2010-02-27
" 58"," 78"," 67"," 95","100"," 40","160"," 38","  6"," 16"," 30","235","110","120","130","128"," 35"," 23","  6","  6","TEMA",2010-02-27
" 50"," 65"," 58","100"," 85"," 30","200"," 48","  6","  9"," 24","140"," 70"," 80","120","160"," 16"," 16","  6","  6","SEKTDI",2010-02-27
" 45.0"," 60.0"," 55.0"," 95.0"," 90.0"," 24.0","120.0",NA,"  6.5"," 13.0"," 27.0","300.0"," 80.0"," 80.0","120.0","140.0"," 20.0"," 22.0","  4.0","  6.0","KDUA",2010-02-27
" 73.0"," 55.0"," 65.0"," 85.0"," 90.0"," 20.0","150.0"," 45.0","  5.0","  8.5"," 30.0","100.0"," 90.0"," 60.0","120.0","130.0"," 15.0"," 12.0","  6.0","  6.0","CCOAST",2010-02-27
" 85.0"," 57.5"," 75.0"," 93.0","100.0"," 19.0","190.0"," 55.0","  3.5","  6.0"," 19.0"," 96.0","110.0"," 48.0","120.0","125.0","  8.5"," 16.0","  3.6","  6.0","MKESSIM",2010-02-27
" 50.0"," 57.5"," 72.0"," 72.0"," 55.0"," 22.0","100.0"," 26.0","  2.5","  5.2"," 22.0"," 90.0"," 65.0"," 92.0","115.0","130.0","  9.5"," 15.0","  3.5","  6.0","KUMASI",2010-02-27
" 35"," 50"," 55"," 60"," 50"," 12","100"," 75","  3","  5"," 20","150"," 35"," 50"," 85","130"," 15",NA,"  6","  6","EJURA",2010-02-27
" 80.0"," 40.0"," 70.0","115.0","120.0"," 12.0","150.0"," 35.0","  5.0"," 12.0"," 17.0","120.0"," 60.0"," 56.0","100.0","120.0"," 12.0"," 30.0","  5.0","  5.5","OBUASI",2010-02-27
" 36.0"," 42.5"," 62.0"," 70.0"," 70.0"," 30.0","140.0"," 45.0","  2.0","  3.0"," 24.0","120.0"," 60.0","100.0"," 96.0","108.0"," 22.5"," 28.0","  5.0","  6.0","SUNYANI",2010-02-27
" 32.0"," 42.5"," 75.0"," 50.0"," 56.0"," 18.0","130.0"," 40.0","  2.5","  4.0"," 26.0","200.0"," 52.0"," 84.0"," 85.0","120.0"," 18.0",NA,"  5.0","  6.0","TMAN",2010-02-27
" 45.0"," 55.0"," 62.0"," 86.0",NA," 20.0","125.0"," 30.0","  3.5","  5.0"," 26.0","160.0"," 85.0"," 60.0","142.0","123.0","  3.0"," 27.0","  5.0","  6.5","HO",2010-02-27
" 36.0"," 31.0"," 64.0"," 52.0"," 48.0"," 35.0","120.0",NA,"  8.0"," 12.0"," 28.0"," 90.0"," 40.0"," 60.0"," 60.0","120.0",NA,NA,"  9.0","  6.5","TAMALE",2010-02-27
"40.00","55.00","57.00","52.00","63.00",NA,"160.00",NA,"15.00","12.00",NA,"150.00","35.00",NA,"90.00","99.00","N/A",NA,"10.00","7.00","BOLGA",2010-02-27
" 36.00"," 50.00"," 69.00"," 57.00"," 58.50"," 30.00"," 99.00",NA," 20.00","  8.00"," 28.00","267.00"," 19.25","100.00"," 86.00"," 98.00",NA,NA," 10.00","  6.00","WA",2010-02-27
