"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 52"," 60"," 68"," 85"," 87"," 25","168"," 55"," 10"," 13"," 26","212","150"," 93","144","163"," 12"," 26","  7","  7","ACCRA",2010-04-10
" 58"," 80"," 67","100","100"," 40","120"," 40","  8"," 16"," 30","250","180","120","145","200"," 40"," 20","  8","  6","TEMA",2010-04-10
" 60"," 70"," 62"," 85"," 80"," 35","180"," 45","  7","  9"," 24","120","200"," 80","120","140"," 18"," 14","  4","  7","SEKTDI",2010-04-10
" 44.0"," 60.0"," 55.0"," 95.0"," 90.0"," 24.0","200.0",NA,"  7.5"," 16.0"," 27.0","300.0","100.0"," 80.0","140.0","160.0"," 20.0"," 23.0","  8.0","  6.0","KDUA",2010-04-10
" 81"," 55"," 70"," 90"," 90"," 22","170"," 65","  5"," 10"," 28","100","130"," 60","120","130"," 15"," 12","  4","  6","CCOAST",2010-04-10
" 85.0"," 60.0"," 74.0"," 95.0","110.0"," 22.0","200.0"," 57.0","  5.5","  8.0"," 18.0"," 98.0","160.0"," 58.0","120.0","130.0"," 13.0"," 16.0","  3.5","  6.5","MKESSIM",2010-04-10
" 38.0"," 50.0"," 72.0"," 68.0"," 60.0"," 18.0","110.0"," 22.0","  2.4","  5.0"," 22.0","140.0","100.0"," 80.0"," 90.0","115.0","  8.5"," 14.0","  3.4","  6.0","KUMASI",2010-04-10
" 38"," 40"," 55"," 60"," 60"," 10","100"," 30","  3","  5"," 20","150"," 80","100","100","130"," 15",NA,"  6","  6","EJURA",2010-04-10
" 70.0"," 40.0"," 70.0","115.0","120.0"," 12.0","140.0"," 35.0","  6.0"," 11.0"," 17.0","120.0","160.0"," 48.0","100.0","120.0"," 18.0"," 30.0","  5.0","  5.5","OBUASI",2010-04-10
" 36.0"," 42.5"," 72.0"," 70.0"," 70.0"," 30.0","180.0"," 45.0","  4.0","  5.0"," 24.0","100.0","140.0","120.0"," 90.0","108.0"," 20.0"," 28.0","  7.0","  5.0","SUNYANI",2010-04-10
" 31"," 41"," 70"," 60"," 60"," 32","120"," 50","  4","  9"," 26","180","120"," 90"," 95","130"," 18"," 17","  5","  5","TMAN",2010-04-10
" 45"," 60"," 63"," 86",NA," 20","135"," 33","  4","  6"," 29","160","190"," 80","153","148"," 15"," 26","  4","  7","HO",2010-04-10
" 38"," 32"," 66"," 60"," 60"," 30","130",NA,"  7"," 19"," 28"," 90","150"," 53"," 64","112",NA,NA," 10","  7","TAMALE",2010-04-10
"42.00","50.00","60.00","50.00","56.00",NA,"150.00",NA,NA,NA,"24.00","120.00","130.00",NA,"90.00","100.00","N/A",NA,NA,"7.50","BOLGA",2010-04-10
" 36"," 50"," 69"," 61"," 58"," 30"," 99",NA," 20",NA," 29","267"," 54","117"," 79","102",NA,NA," 10"," 58","WA",2010-04-10
