"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 51.0"," 57.5"," 66.0"," 86.0"," 88.0"," 27.0","157.0"," 48.0"," 10.0"," 12.0"," 26.0","213.0","112.0"," 85.0","137.0","160.0"," 12.0"," 26.0","  6.0","  7.0","ACCRA",2010-03-13
" 58"," 80"," 67"," 95","100"," 35","145"," 35","  6"," 13"," 30","235","130","120","133","128"," 38"," 23","  6","  6","TEMA",2010-03-13
" 60"," 65"," 62","100"," 85"," 30","200"," 45","  6","  9"," 24","180","120","100","120","150"," 18"," 15","  5","  7","SEKTDI",2010-03-13
" 44.0"," 60.0"," 55.0"," 95.0"," 90.0"," 25.0","180.0",NA,"  7.0"," 15.0"," 27.0","300.0","150.0"," 60.0","130.0","150.0"," 20.0"," 27.0","  4.5","  6.0","KDUA",2010-03-13
" 80.0"," 55.0"," 70.0"," 90.0"," 90.0"," 22.0","180.0"," 60.0","  5.0","  8.5"," 27.0","100.0","130.0"," 60.0","120.0","130.0"," 15.0"," 13.0","  5.0","  6.0","CCOAST",2010-03-13
" 85.0"," 60.0"," 73.0"," 95.0","110.0"," 19.0","220.0"," 53.0","  4.0","  7.0"," 20.0","100.0","150.0"," 59.0","120.0","125.0"," 13.0"," 15.5","  4.0","  6.5","MKESSIM",2010-03-13
" 42.0"," 60.0"," 65.0"," 65.0"," 55.0"," 18.0","110.0"," 30.0","  3.0","  5.5"," 22.0","150.0"," 80.0"," 60.0"," 95.0","130.0","  8.5"," 20.0","  3.5","  6.5","KUMASI",2010-03-13
" 35"," 45"," 55"," 60"," 55"," 12","100"," 30","  3","  5"," 20","150"," 35"," 44"," 90","130"," 15",NA,"  6","  6","EJURA",2010-03-13
" 70.0"," 40.0"," 70.0","115.0",NA," 12.0","140.0"," 35.0","  6.0"," 11.0"," 17.0","120.0","110.0"," 40.0","100.0","120.0","  9.0"," 30.0","  5.0","  5.5","OBUASI",2010-03-13
" 36.0"," 42.5"," 67.0"," 70.0"," 70.0"," 30.0","125.0"," 45.0","  2.5","  3.0"," 24.0","100.0","120.0","100.0"," 90.0","108.0"," 20.0"," 28.0","  5.0","  5.5","SUNYANI",2010-03-13
" 32"," 30"," 75"," 60"," 60"," 21","140"," 40","  4","  5"," 26","210"," 75"," 84"," 85","120"," 18"," 22","  5","  6","TMAN",2010-03-13
" 45.0"," 60.0"," 63.0"," 86.0",NA," 19.0","130.0"," 37.0","  3.5","  6.0"," 29.0","160.0","110.0"," 80.0","164.0","139.0"," 13.5"," 30.0","  5.0","  7.0","HO",2010-03-13
" 35"," 30"," 66"," 60"," 60"," 28","120",NA,"  8"," 10"," 28","100"," 50"," 60"," 60","112",NA,NA,"  8","  7","TAMALE",2010-03-13
"42.00","50.00","60.00","54.00","50.00",NA,"170.00",NA,NA,NA,"24.00","160.00","45.00",NA,"90.00","100.00","N/A",NA,NA,"7.50","BOLGA",2010-03-13
" 39"," 50"," 69"," 60"," 58"," 30","120",NA," 20","  8"," 28","267"," 21","100"," 93","102",NA,NA," 10","  6","WA",2010-03-13
