"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 51"," 59"," 65"," 85"," 92"," 27","123"," 45","  7","  8"," 25","203"," 95"," 82","118","127"," 16"," 23","  7","  6","ACCRA",2010-01-09
" 58.0"," 78.0"," 66.0","100.0","100.0"," 42.5","175.0"," 45.0","  6.5"," 11.0"," 30.0","250.0","140.0","100.0","113.0","120.0"," 40.0"," 27.0","  8.0","  6.0","TEMA",2010-01-09
" 55.0"," 70.0"," 50.0","100.0"," 85.0"," 20.0","160.0"," 42.0","  6.0","  8.5"," 24.0","100.0"," 50.0"," 60.0","150.0","130.0"," 16.0"," 14.0","  5.0",NA,"SEKTDI",2010-01-09
" 45"," 70"," 54"," 95"," 90"," 25","140",NA,"  5"," 10"," 27","300"," 70","120","120","140"," 20"," 28","  6","  6","KDUA",2010-01-09
" 64.0"," 50.0"," 67.0"," 90.0"," 90.0"," 21.0","180.0"," 52.0","  4.5","  8.5"," 30.0","100.0"," 70.0"," 60.0","120.0","130.0"," 40.0"," 15.0","  4.0","  6.0","CCOAST",2010-01-09
" 85.0"," 60.0"," 70.0"," 90.0","100.0"," 18.0","160.0"," 57.0","  3.5","  6.0"," 19.5"," 78.0"," 65.0"," 22.0","120.0","120.0","  9.5"," 16.0","  3.6","  5.6","MKESSIM",2010-01-09
" 59.0"," 55.0"," 70.0"," 64.0"," 60.0"," 11.0"," 90.0"," 25.0","  2.8","  6.0"," 20.0","168.0"," 50.0"," 48.0"," 85.0","110.0","  8.0"," 13.0","  3.5","  6.0","KUMASI",2010-01-09
" 35"," 45"," 55"," 55"," 50"," 12","100"," 25","  3","  5"," 20","120"," 20"," 32"," 85","120"," 20",NA,"  8","  5","EJURA",2010-01-09
" 75.0"," 40.0"," 68.0"," 80.0"," 85.0"," 12.0","140.0"," 35.0","  4.0"," 11.0"," 17.0","120.0"," 60.0"," 56.0","100.0","120.0"," 25.0"," 30.0","  4.0","  5.5","OBUASI",2010-01-09
" 34.0"," 42.5"," 69.0"," 70.0"," 72.0"," 30.0","110.0"," 45.0","  2.0","  3.5"," 25.0","100.0"," 18.0","100.0"," 92.0"," 95.0"," 20.0"," 25.0","  5.0","  5.0","SUNYANI",2010-01-09
" 33"," 40"," 70"," 65"," 78"," 16","100"," 48","  3","  5"," 26","210"," 20"," 56"," 80","100",NA,NA,"  2","  6","TMAN",2010-01-09
"45.00","57.50","60.00","85.00",NA,"20.00","115.00","32.00","3.00","5.00","40.00#","160.00","85.00","60.00","142.00","111.00","8.00","25.00","5.00","7.50","HO",2010-01-09
" 35"," 30"," 60"," 64"," 60"," 35","190",NA,"  9"," 12"," 29"," 90"," 35"," 60"," 64","100",NA,NA,"  9","  6","TAMALE",2010-01-09
"40.00","60.00","52.00","53.00","56.00",NA,"160.00",NA,"13.00",NA,"38.00","140.00","96.00","N/A","90.00","92.00","N/A",NA,"10.00","7.00","BOLGA",2010-01-09
" 39"," 44"," 69"," 57"," 58",NA," 99",NA,"  8",NA," 29","267"," 25"," 84"," 78"," 95",NA,NA," 10","  6","WA",2010-01-09
