"Maize","Rice - Local","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Eggs Commercial","town","date"
" 51.0"," 57.5"," 66.0"," 84.0"," 88.0"," 26.0","152.0"," 48.0","  9.0"," 11.0"," 26.0","230.0","158.0"," 83.0","141.0","160.0"," 12.0"," 25.0","  7.0","  7.0","ACCRA",2010-03-06
" 58"," 79"," 67"," 95","100"," 35","150"," 35","  6"," 14"," 30","235","120","120","133","128"," 38"," 23","  6","  6","TEMA",2010-03-06
" 60"," 65"," 58","100"," 85"," 32","200"," 45","  5","  9"," 24","140","100"," 80","120","150"," 20"," 15","  5","  6","SEKTDI",2010-03-06
" 44.0"," 60.0"," 55.0"," 95.0"," 90.0"," 25.0","170.0",NA,"  6.0"," 13.0"," 27.0","300.0","150.0"," 80.0","120.0","140.0"," 20.0",NA,"  4.5","  6.0","KDUA",2010-03-06
" 81"," 55"," 70"," 90"," 90"," 22","180"," 65","  5","  8"," 28","100","100"," 60","120","130"," 15"," 12","  5","  6","CCOAST",2010-03-06
" 85.0"," 60.0"," 75.0"," 95.0","110.0"," 20.0","200.0"," 55.0","  3.7","  7.0"," 19.0","100.0","140.0"," 50.0","120.0","125.0"," 12.0"," 17.0","  4.0","  6.5","MKESSIM",2010-03-06
" 55.0"," 60.0"," 68.0"," 72.0"," 60.0"," 22.0","100.0"," 24.0","  2.4","  5.5"," 22.0","100.0"," 80.0"," 80.0","110.0","118.0","  8.5"," 15.0","  3.6","  6.0","KUMASI",2010-03-06
" 35"," 45"," 55"," 60"," 55"," 12","100"," 30","  3","  5"," 20","150"," 35"," 44"," 90","130"," 15",NA,"  6","  6","EJURA",2010-03-06
" 65.0"," 40.0"," 70.0","115.0",NA," 12.0","150.0"," 35.0","  6.0"," 11.0"," 17.0","120.0"," 70.0"," 40.0","100.0","120.0","  9.0"," 30.0","  5.0","  5.5","OBUASI",2010-03-06
" 36.0"," 42.5"," 65.0"," 70.0"," 70.0"," 30.0","120.0"," 45.0","  1.8","  3.0"," 24.0","112.0","120.0"," 60.0"," 96.0","108.0"," 20.0"," 28.0","  5.0","  5.5","SUNYANI",2010-03-06
" 32"," 42"," 75"," 60"," 60"," 21","120"," 35","  3","  4"," 26","210","100"," 84"," 85","120"," 18"," 22","  5","  6","TMAN",2010-03-06
" 45.0"," 57.5"," 60.0"," 85.0",NA," 19.0","130.0"," 32.0","  3.0","  5.5"," 29.0","160.0"," 85.0"," 80.0","142.0","131.0",NA," 27.0","  5.0","  6.5","HO",2010-03-06
" 35"," 28"," 65"," 60"," 56"," 28","130",NA,"  9"," 12"," 28","100"," 40"," 60"," 60","120",NA,NA,"  9","  7","TAMALE",2010-03-06
"40.00","50.00","70.00","54.00","50.00",NA,"160.00",NA,NA,NA,"38.00","100.00","60.00",NA,"90.00","100.00","N/A",NA,NA,"7.00","BOLGA",2010-03-06
" 39"," 50"," 69"," 64"," 58"," 30","120",NA," 20","  8"," 28","267"," 21","100"," 93","102",NA,NA," 10","  6","WA",2010-03-06
