"Maize(New)","RiceLocal (perfumed)","Rice Local(Non-perfumed)","Rice Imported (Perfumed)","Rice Imported(Non-perfumed)","Paddy Rice","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Fresh pepper","Tomatoes","Onion","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Egg (Commercial)","town","date"
"84.00","122.00","92.00","122.00","87.00","N/A","87.00","88.00","26.00","190.00","70.00","9.00","12.00","41.00","165.00","93.00","135.00","230.00","167.00","270.00","32.00","44.00","10.00","9.00","ACCRA",NA
"100.00","110.00","100.00","130.00","92.00","70.00","120.00","100.00","40.00","N/A","50.00","5.00","12.00","30.00","150.00","70.00","100.00","200.00","150.00","340.00","60.00","40.00","10.00","7.00","TEMA",NA
"85.00","90.00","70.00","100.00","85.00","64.00","90.00","80.00","30.00","220.00","65.00","7.00","10.00","35.00","N/A","50.00","70.00","240.00","180.00","280.00","35.00","30.00","7.00","7.50","SEKTDI",NA
"100.00","80.00","55.00","130.00","70.00","N/A","140.00","140.00","25.00","N/A","76.00","5.00","6.00","31.00","250.00","60.00","50.00","180.00","180.00","280.00","28.00","45.00","7.00","7.00","KDUA",NA
" 92.0"," 90.0"," 70.0","140.0"," 90.0"," 70.0","100.0","110.0"," 18.0","200.0"," 90.0","  5.5","  8.0"," 34.0","140.0","100.0","100.0","230.0","150.0","220.0"," 15.0"," 20.0","  5.0","  7.0","CCOAST",NA
" 86.0"," 85.0"," 65.0","140.0"," 90.0"," 72.0"," 95.0","140.0"," 15.0","140.0"," 82.0","  4.5","  7.0"," 33.0"," 75.0"," 33.0","100.0","240.0","155.0","200.0"," 24.0"," 14.0","  5.0","  7.5","MKESSIM",NA
"100.0"," 68.0"," 63.0"," 94.0"," 68.0"," 96.0"," 80.0"," 90.0"," 17.0","130.0"," 30.0","  3.2","  6.0"," 30.0","110.0"," 40.0"," 35.0","180.0","120.0","220.0"," 12.0"," 35.0","  3.6","  7.2","KUMASI",NA
"72.00","33.00","68.00","85.00","90.00","60.00","100.00","80.00","12.00","180.00","12.00","6.00","9.00","25.00","160.00","35.00","35.00","130.00","150.00","260.00","26.00","N/A","9.00","6.50","EJURA",NA
"120.0"," 48.0"," 45.0","120.0"," 72.0"," 90.0","100.0"," 98.0"," 11.0","180.0"," 50.0","  6.0"," 10.0"," 28.0","125.0"," 40.0"," 50.0","220.0","175.0","220.0"," 10.0"," 45.0","  7.0","  6.5","OBUASI",NA
" 80.0"," 65.0"," 65.0"," 87.0","140.0"," 60.0"," 85.0"," 90.0"," 15.0","140.0"," 72.0","  3.0","  4.0"," 32.0","100.0"," 48.0"," 25.0","240.0","140.0","220.0"," 30.0"," 33.0","  6.0","  6.2","SUNYANI",NA
"69.00","75.00","70.00","140.00","96.00","65.00","92.00","100.00","24.00","180.00","70.00","4.50","7.00","23.00","90.00","60.00","22.00","280.00","140.00","248.00","80.00","N/A","4.00","6.00","TMAN",NA
"82.00","90.00","70.00","137.00","86.00","90.00","100.00","109.00","25.00","140.00","N/A","4.00","4.00","43.00","144.00","75.00","55.00","190.00","163.00","205.00","25.00","40.00","10.00","8.00","HO",NA
"48.00","60.00","50.00","97.00","82.00","44.00","80.00","80.00","50.00","100.00","N/A","6.00","10.00","88.00","67.00","12.00","80.00","95.00","180.00","220.00","N/A","N/A","20.00","8.00","TAMALE",NA
"67.00","70.00","65.00","75.00","70.00","45.00","80.00","70.00","N/A","90.00","N/A","8.00","10.00","28.00","N/A","N/A","120.00","120.00","N/A","N/A","N/A","N/A","N/A","7.00","BOLGA",NA
"57.00","80.00","N/A","140.00","77.00","58.00","97.00","78.00","35.00","110.00","N/A","15.00","20.00","57.00","212.00","83.00","28.00","200.00","144.00","188.00","N/A","N/A","20.00","7.00","WA",NA
