"Maize","Rice - Local","Paddy Rice","Rice - Imported","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Tomatoes","Fresh pepper","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Egg (Commercial)","town","date"
"58.00","80.00","N/A","76.00","83.00","79.00","26.00","163.00","59.00","6.00","7.00","44.00","155.00","172.00","103.00","136.00","157.00","16.00","41.00","7.00","7.00","ACCRA",2011-01-29
" 67"," 80"," 70"," 80","130","130"," 40","250"," 60","  6"," 12"," 40","200","250"," 70","170","200"," 50"," 35","  7","  7","TEMA",2011-01-29
" 62"," 70"," 58"," 50"," 85"," 80"," 30","250"," 70","  8"," 20"," 36","200","180","130","140","160"," 25"," 25","  6","  7","SEKTDI",2011-01-29
"65.00","70.00","N/A","66.00","90.00","90.00","26.00","150.00","75.00","6.00","7.00","30.00","280.00","100.00","120.00","140.00","180.00","24.00","35.00","6.00","7.00","KDUA",2011-01-29
" 81.0"," 65.0"," 62.0"," 80.0"," 95.0","100.0"," 18.0","180.0"," 80.0","  4.5","  7.5"," 30.0","120.0","170.0"," 50.0","130.0","140.0"," 15.0"," 16.0","  6.0","  7.0","CCOAST",2011-01-29
" 80.0"," 65.0"," 63.0"," 80.0"," 96.0","100.0"," 16.0","170.0"," 63.0","  4.5","  7.5"," 28.0"," 95.0","180.0"," 72.0","130.0","140.0"," 15.0"," 17.0","  7.0","  7.0","MKESSIM",2011-01-29
" 45.0"," 50.0"," 45.0"," 72.0"," 70.0"," 60.0"," 18.0","140.0"," 32.0","  3.6","  6.0"," 22.0","140.0"," 80.0","160.0"," 95.0","130.0","  9.0"," 25.0","  3.5","  6.5","KUMASI",2011-01-29
"40.00","45.00","48.00","85.00","60.00","55.00","18.00","100.00","50.00","3.00","7.00","35.00","120.00","65.00","100.00","85.00","150.00","18.00","N/A","9.00","6.00","EJURA",2011-01-29
" 75.0"," 45.0"," 65.0","108.0","115.0","120.0"," 10.0","140.0"," 60.0","  6.0"," 10.0"," 30.0","120.0","130.0"," 80.0","100.0","125.0"," 20.0"," 40.0","  7.0","  6.2","OBUASI",2011-01-29
" 44.0"," 50.0"," 65.0"," 83.0"," 80.0"," 80.0"," 18.0","170.0"," 64.0","  3.2","  4.0"," 36.0","150.0"," 60.0"," 81.0","130.0","140.0"," 25.0"," 30.0","  6.0","  5.5","SUNYANI",2011-01-29
"37.00","43.00","46.00","80.00","60.00","50.00","21.00","180.00","55.00","4.00","5.50","26.00","200.00","56.00","80.00","95.00","130.00","26.00","N/A","4.00","6.00","TMAN",2011-01-29
"54.00","68.00","N/A","68.00","86.00","78.00","23.00","150.00","44.00","3.50","4.00","49.00","184.00","130.00","80.00","153.00","156.00","20.00","34.00","5.00","7.00","HO",2011-01-29
"38.00","32.00","25.00","68.00","60.00","60.00","36.00","100.00","N/A","7.00","8.00","40.00","67.00","100.00","40.00","120.00","120.00","N/A","N/A","9.00","7.00","TAMALE",2011-01-29
"42.00","50.00","N/A","65.00","50.00","52.00","N/A","100.00","N/A","N/A","N/A","N/A","N/A","45.00","N/A","110.00","98.00","N/A","N/A","7.00","N/A","BOLGA",2011-01-29
"36.00","54.00","36.00","69.00","57.00","66.00","35.00","90.00","N/A","9.00","N/A","40.00","213.00","31.00","116.00","116.00","109.00","N/A","N/A","10.00","6.00","WA",2011-01-29
