"Maize(New)","RiceLocal (perfumed)","Rice Local(Non-perfumed)","Rice Imported (Perfumed)","Rice Imported(Non-perfumed)","Paddy Rice","Millet","Sorghum","Cassava","Yam (White)","Cocoyam","Plantain (Apentu)","Plantain (Apem)","Palm Oil","Dried Pepper","Fresh pepper","Tomatoes","Onion","Cowpea","Groundnut (Red)","Palm fruits","Smoked Herrings","Oranges","Egg (Commercial)","town","date"
"87.00","111.00","85.00","131.00","83.00","N/A","86.00","87.00","26.00","173.00","70.00","7.00","10.00","38.00","165.00","82.00","157.00","187.00","166.00","262.00","30.00","44.00","10.00","8.00","ACCRA",NA
"100.00","110.00","100.00","130.00","92.00","70.00","120.00","100.00","40.00","N/A","50.00","5.00","12.00","30.00","150.00","70.00","100.00","200.00","150.00","340.00","60.00","40.00","10.00","7.00","TEMA",NA
"90.00","50.00","60.00","90.00","85.00","55.00","100.00","90.00","25.00","180.00","85.00","7.00","9.00","32.00","N/A","70.00","120.00","240.00","160.00","280.00","30.00","40.00","7.00","8.00","SEKTDI",NA
"130.00","75.00","55.00","130.00","70.00","N/A","140.00","140.00","27.00","140.00","76.00","6.00","7.00","31.00","250.00","72.00","200.00","150.00","180.00","280.00","28.00","35.00","8.00","7.50","KDUA",NA
" 97.0"," 90.0"," 70.0","140.0"," 90.0"," 70.0","100.0","110.0"," 20.0","220.0"," 90.0","  5.5","  9.0"," 34.0","140.0","100.0","100.0","230.0","150.0","220.0"," 15.0"," 20.0","  5.0","  7.0","CCOAST",NA
" 95.0"," 88.0"," 65.0","140.0"," 92.0"," 73.0"," 95.0","145.0"," 17.0","180.0"," 87.0","  4.8","  7.5"," 34.0"," 78.0"," 40.0","100.0","230.0","155.0","200.0"," 26.0"," 18.0","  6.0","  7.8","MKESSIM",NA
"105.0"," 65.0"," 73.0"," 95.0"," 70.0"," 95.0"," 85.0"," 90.0"," 17.0","140.0"," 35.0","  3.6","  6.5"," 30.0","120.0"," 60.0"," 60.0","210.0","135.0","230.0"," 20.0"," 35.0","  3.8","  7.5","KUMASI",NA
"75.00","33.00","65.00","95.00","85.00","60.00","100.00","80.00","12.00","180.00","12.00","6.00","9.00","25.00","160.00","35.00","40.00","130.00","150.00","260.00","26.00","N/A","9.00","6.50","EJURA",NA
"130.0"," 50.0"," 48.0","120.0","105.0"," 90.0","100.0"," 98.0"," 11.0","220.0"," 60.0","  5.0","  8.0"," 28.0","125.0"," 40.0"," 50.0","180.0","175.0","260.0"," 10.0"," 45.0","  7.0","  6.5","OBUASI",NA
" 76.0"," 65.0"," 65.0","140.0"," 87.0"," 60.0"," 85.0"," 90.0"," 18.0","120.0"," 72.0","  3.0","  3.5"," 32.0","120.0"," 48.0"," 60.0","240.0","140.0","220.0"," 30.0"," 35.0","  6.0","  6.5","SUNYANI",NA
"65.00","70.00","65.00","140.00","96.00","63.00","90.00","100.00","24.00","160.00","70.00","4.00","7.00","23.00","90.00","60.00","50.00","280.00","130.00","240.00","70.00","N/A","4.00","6.00","TMAN",NA
"91.00","90.00","68.00","136.00","85.00","66.00","100.00","109.00","25.00","150.00","N/A","4.00","5.00","43.00","144.00","100.00","55.00","180.00","163.00","205.00","25.00","45.00","N/A","8.00","HO",NA
"60.00","56.00","54.00","105.00","95.00","44.00","88.00","80.00","50.00","100.00","N/A","8.00","10.00","43.00","57.00","14.00","60.00","250.00","180.00","240.00","N/A","N/A","10.00","8.00","TAMALE",NA
"67.00","70.00","65.00","75.00","70.00","45.00","75.00","70.00","N/A","90.00","N/A","8.00","10.00","28.00","N/A","N/A","130.00","120.00","N/A","N/A","N/A","N/A","N/A","7.00","BOLGA",NA
"54.00","80.00","N/A","140.00","77.00","55.00","97.00","78.00","N/A","110.00","N/A","15.00","N/A","57.00","212.00","83.00","39.00","250.00","186.00","205.00","N/A","N/A","20.00","7.00","WA",NA
